"seurat_clusters","n","NDUFB7_mean","NDUFB7_median","NDUFB7_pct_zero"
"3",48,0.477590865994405,0,72.9166666666667
"6",21,1.8811803023501,1.86573925027906,4.76190476190476
"2",113,1.98255908610081,2.26729485084923,15.0442477876106
"1",159,2.20923778671216,2.41739609984174,8.17610062893082
"0",213,2.1252709004219,2.58243954167317,21.5962441314554
"5",37,2.33105766024984,2.6727288408486,8.10810810810811
"4",46,2.96271710311093,3.21593734513668,4.34782608695652
