"label","n","g","peak1","peak2","gap","sd","is_bimodal","zero_pct","mid_pct","all_or_none"
"GSE121893_sc",4933,2,1.43722065849423,29.1105800541745,27.6733593956803,29.5462643873557,TRUE,26.9004662477194,65.6801135211839,34.3198864788161
"GSE106118_Embryo",4948,3,0.602766204666628,26.1604347130234,25.5576685083568,75.3974795119426,FALSE,14.0662894098626,77.303961196443,22.696038803557
