NDUFB7
18
22
25
29
13
99
31
12
29
13
1
13
33
69
193
117
57
17
63
56
97
23
7
66
38
51
77
0
29
3
39
44
78
0
87
6
0
105
14
1
21
0
13
74
19
1
18
15
38
200
82
218
86
122
60
57
114
106
34
52
47
20
76
77
45
51
96
171
14
51
138
165
28
156
25
35
151
120
81
199
72
123
44
132
19
109
67
40
415
51
299
32
18
148
55
319
96
6
75
123
4
71
187
46
892
24
156
21
3
124
41
62
61
9
1
164
71
31
16
93
347
210
11
30
100
3
162
70
96
16
638
4
5
136
237
177
123
65
155
334
517
148
254
21
135
173
129
4
387
483
427
281
104
628
303
199
9
477
71
49
102
117
614
475
215
137
468
117
154
2
131
78
3
63
57
3
38
598
20
98
4
93
154
29
44
314
271
283
122
3
59
188
139
104
194
50
38
31
114
84
171
198
96
121
27
63
192
239
17
79
100
65
187
77
11
95
267
119
7
57
147
222
233
26
49
7
408
27
24
448
38
131
193
184
61
122
104
29
84
28
21
144
142
193
190
114
166
34
115
103
145
57
17
179
112
52
217
203
316
231
68
151
107
262
82
322
103
66
451
197
161
88
126
158
540
359
23
191
108
62
274
281
77
506
60
166
96
485
58
210
155
24
17
35
15
29
72
48
19
22
71
124
102
93
1
0
32
82
184
79
4
58
19
31
16
48
28
120
8
80
91
11
230
110
102
296
68
74
52
8
33
200
113
17
92
26
19
218
196
152
224
231
54
50
58
294
4
44
48
47
129
77
126
41
37
177
111
80
106
151
3
89
0
39
0
42
93
146
23
93
119
75
9
44
78
14
75
182
83
6
18
92
56
353
22
173
35
156
66
14
71
1
0
169
32
40
163
4
54
1
22
21
45
7
63
63
4
102
113
31
110
1
70
89
5
130
150
6
0
22
34
1
0
81
64
48
122
137
79
51
115
23
285
195
109
67
31
106
111
37
116
66
34
1
87
1
0
171
261
260
71
98
38
63
1
73
1
47
47
18
118
0
214
58
124
28
222
95
21
12
127
32
40
155
112
2
10
174
5
68
25
50
9
26
3
0
29
20
17
8
7
11
29
18
1
24
20
16
29
51
42
5
0
0
2
34
0
0
23
0
50
9
46
5
23
57
3
51
0
0
1
5
7
41
4
8
20
13
44
184
211
58
6
1
64
36
37
193
73
16
6
157
7
46
110
116
40
54
1
47
2
56
88
91
4
48
2
126
0
1
72
12
50
81
0
0
15
77
118
106
78
32
101
57
40
295
49
13
2
37
13
0
0
21
46
157
8
35
32
10
26
21
6
9
58
7
7
25
1
40
22
30
43
6
45
41
18
25
41
1
5
5
11
1
8
30
126
7
6
34
10
6
30
23
43
1
4
43
7
12
14
3
4
8
0
56
29
83
60
26
24
