"Ferroptosis","Apoptosis","Pyroptosis"
0.561951491393993,0.104341433651158,0.0484358844884882
0.400886768783995,-0.0309704962672336,-0.00346184009607861
0.0604874754663699,-0.0364442474377806,-0.0248131866524527
0.238397991316398,-0.106550211001027,-0.0222192244307666
0.0978468769246299,0.20914839066602,-0.0187012723446958
0.352902917271771,-0.0380819193234329,0.145066642938782
0.409722094803134,-0.0426713342319122,0.292194094905699
0.509445897932462,-0.0566278675652324,0.0276993220572466
0.478159098095823,-0.0973226675052383,0.148582902267743
0.320288784129533,-0.05399539364956,-0.0784377529304806
0.354301611035891,0.0687153948743372,0.122516284479979
0.240089177490814,-0.0419711332253297,0.492087621823888
0.491960656264579,-0.0533569242748673,-0.0759576027805517
0.429430838047909,-0.106096264004126,0.112023579795878
0.285952766576568,0.0392134739246903,0.2024127682934
0.351542526218308,-0.114825076749389,-0.0367746318820694
0.2881187322794,-0.0466284065219507,0.254304638758383
0.280087125526124,-0.106144006519683,0.178133309893357
0.374633045089526,-0.0608148365797901,0.114961276953763
0.267355436906722,-0.109343130264093,-0.118312467881972
0.255465447091322,-0.0871958560652853,0.0565675266813097
0.393640251425481,-0.0596608552771394,0.446815073368869
0.250804130900903,-0.0749439791098425,0.19628348713395
0.550364313442348,-0.0608511760558532,-0.110669690245467
0.277007322290587,0.0676601304321684,0.022256383177579
0.468394903361987,-0.0854396321365789,-0.100292774623403
0.342399877872964,-0.0554571754951821,0.119854627882255
0.504484974381595,0.110601029454812,0.530892304910999
0.185128968573131,-0.0745976593789323,-0.109357234805577
0.27706626335601,-0.099389293440444,0.00118194067643987
0.212051353762545,-0.0796065780623606,0.0471714170824286
0.264994133928893,-0.0543491495294116,-0.108064270931154
0.127561248240326,0.027846031597832,0.512744565428989
0.353696510021818,-0.0538729526922269,-0.0770114350788962
0.24903017498193,-0.109479384338138,-0.121744797656512
0.42534197654511,0.0562792487075887,-0.0807606634081559
0.464414089052736,-0.0291691463577649,-0.11858051669398
0.366659114856352,-0.0263348673259621,-0.117136018038814
0.174245033915983,-0.106137860883633,-0.0805220632906353
0.8224635416231,-0.0930495248188418,-0.128443518879637
0.182774286305515,-0.0787790582571495,-0.0650783698806081
0.316014339361389,0.039336788714777,-0.128993786589423
0.431766873109029,-0.0199129970276773,-0.101414293625228
0.345679156465409,0.103075807239877,-0.123617248660578
0.310913366152472,0.0204480284941831,0.0542671292435316
0.205761367493973,-0.0781597942340541,0.00451840914096049
0.844557392472573,0.00644265343943377,0.395345092429602
0.246443152712915,-0.093534223923224,0.014637833054507
0.249261263196073,0.0436125900960313,-0.111679465638049
0.652107455028353,-0.078990126171344,-0.0481689834126423
0.239217637112987,-0.0599702198700922,0.264882589639591
0.231907148811727,0.189249602447671,-0.128212910490752
0.219960677245817,-0.0184164520531168,-0.0716344670531798
0.454791231212703,-0.0915187815522951,-0.0856829615527683
0.594974219839864,-0.0759139652759718,-0.0974584791061222
0.356066899484248,-0.0292337847513762,-0.110377280133429
0.41517952108452,-0.0493115456840779,-0.0617740292549894
0.201790382787514,-0.0276142442250342,-0.122915302613028
0.457541781189602,-0.0411249471482366,-0.0255800307300013
0.409382243301682,-0.0693287765456052,0.437055376120214
0.348944673592028,-0.0846214214869439,-0.0633168055235518
0.45425816149436,-0.0706459347516035,-0.0630429796403576
0.385364345447307,-0.042526259680248,0.472004928930221
0.500203488270151,-0.00636354812820791,-0.0738682126939945
0.179337824123081,-0.0102896522520171,-0.0533808741951969
0.307301266893832,0.132915284014292,0.115229672543664
0.244970369276296,-0.019599345372154,-0.106882620062418
0.175349728695322,0.035429957220389,-0.0423349251843868
0.142534762089124,-0.0365232828232865,-0.0973839016892204
0.515472399647094,0.0647240871809251,-0.0675617943869039
0.65831241721027,-0.101456810247611,0.60024214675056
0.656037933873649,0.0554811973403509,-0.079302460442817
0.681583840177825,-0.0120192358885336,-0.112050627585381
0.588474390449568,0.04375796680862,0.37089649398957
0.301516191687549,-0.0942167216027938,-0.103895350505162
0.234941565589364,-0.0831808187955948,0.00243183650787072
0.694654014468314,0.0121824732328087,-0.0886527199731231
0.546826926762967,-0.0846123726419179,1.11531082612549
0.360407767481301,-0.0566700508422385,-0.013687285143601
0.414073820677277,-0.0708339742377008,-0.0817461883058865
0.0951714998158618,-0.0250144961317373,-0.101597731739546
0.338821323128922,-0.0245988695192903,0.0557927160939948
0.322567028182685,-0.0596195076928333,-0.101192853526707
0.351634375710214,0.0269730164472413,-0.101256231017832
0.443867781852501,-0.0370543529482775,0.0571828560555683
0.0493438572938182,-0.104720969221808,0.0362972622350635
0.351319214807296,-0.109277602239438,-0.0840200400717603
0.567676340302342,0.0890565151078404,0.0254648649445931
0.107540891946241,-0.0872349294894662,-0.104623807624492
0.136782296012874,0.175548510479805,-0.0177562300528619
0.463927616405508,-0.0920813452422246,-0.133363824677056
-0.0782841197615672,-0.106376064009766,-0.116725239956638
0.0852834037816831,-0.0948081346097736,0.221023036793602
0.0215331351741832,-0.0827476187221607,-0.123483068073699
0.195427201372446,0.104283567800719,-0.114498244138364
0.40970214082589,-0.0466912764382375,-0.074824755306534
-0.0271488041357963,-0.023040127088066,-0.117324006994948
0.142632682604706,-0.0532405742626558,0.140239347279019
-0.0130119882252806,-0.00795172383289763,-0.0432223592635464
0.561475411086118,-0.027623100019338,-0.0887279347196104
0.125193451770803,-0.0770083208546136,0.228431835121078
0.154043500045314,0.0993763277590482,-0.0562290940114452
0.261869403057589,0.0124810425202081,0.22176172914872
0.0996274128292474,0.147903094325836,-0.133989642511617
0.206140768215971,-0.0506275480658271,-0.113757916852132
0.4040264964175,0.0715786407622455,-0.0923898361471199
0.144426904530422,-0.0559462852615824,-0.0234961583843923
0.174594058665746,-0.0718393604015203,-0.0921033185021381
0.403694162628733,-0.0845870438531412,0.0250096308205376
0.62827630187864,-0.0534804318621724,-0.0519027926433681
0.382787333979594,-0.024743052161824,-0.0980078954355464
0.0479439716703502,-0.0373641088599284,-0.109966017629326
0.264291862382221,0.066947306951572,-0.0224853876527109
0.586595252082522,0.0059624707075266,-0.13066241976096
0.0494992511732601,0.207132193211949,0.110118965376994
-0.0233099500441931,0.44666908488847,-0.231763376545828
-0.161673768990281,0.0848037652731783,0.285176470310116
0.158330364719813,-0.00591213194486684,-0.167923260806467
0.242591931515211,-0.126045949933132,-0.136106727465198
-0.0760037321882466,0.0165630106046443,0.212409043714557
0.313531168447874,-0.111109939840353,-0.045879033678587
-0.175890140506069,-0.129184589122085,0.193914134022966
0.216538847411391,-0.114143989727731,-0.0461104677330271
-0.162059424553541,-0.0682044985250212,-0.0463001708714768
-0.106598450728862,0.0501824403237182,-0.13368183349378
0.257365141852704,-0.00659867654477357,-0.134608365161933
-0.144427948120605,-0.19229470185496,0.0803397190627801
-0.0934081517437855,-0.016978800683788,-0.126067084623027
0.101881303981982,-0.0964916726707001,0.0233559914061672
-0.0108639984092636,-0.109877156115462,-0.144416927675697
-0.145920400736602,-0.0204709177696959,0.0841029265661871
-0.106527466143247,-0.134222274960198,0.292680719419621
-0.15452217347086,-0.0907465001409681,-0.0659028012800053
0.169006234049859,-0.110535818694757,0.126455093066653
-0.086891226830174,0.138308416031998,0.117222169445876
-0.0896619161241266,0.00596942267721112,0.0856851451102513
-0.130215969807915,-0.140608687530725,-0.109560614507989
-0.00960639578934319,-0.120666545342756,0.0481078119198104
-0.112232779404928,0.00962176886230293,-0.125638889062777
0.0318047037117234,-0.148947893564713,0.249575563696617
-0.0709522562195562,-0.062620923308019,-0.152344513246492
0.218897932401044,-0.147607615204969,-0.155642281146033
-0.139907149558463,-0.14684239336296,-0.120715193642468
0.128738115093598,-0.103596014195806,-0.150442326371944
-0.14983783106666,-0.102659865093004,0.0278977479512408
0.189707203093239,-0.169699593798357,-0.182027748269208
-0.0952111538794667,-0.163775409256721,0.0191814296624687
-0.0937676248772721,-0.129910238116862,-0.105164570899594
-0.127809253728168,-0.137216507371304,0.153181645717547
-0.0450224645426615,0.0206947785539646,-0.126056997540649
-0.134545777450204,-0.12218816007574,-0.12526219320357
-0.0418742628382707,-0.130813321112963,-0.135627909981634
0.0905075164363088,0.227356325002043,-0.0282098270168876
0.0749985394506336,0.0296451566578274,-0.0799717980644615
0.199390726255822,0.0749710038180537,-0.197033197510086
-0.129380912786687,0.0406218512614667,0.0904367871679504
-0.11974639307138,0.126328649341962,-0.0778165714968352
0.231892121114234,0.0517765287572207,-0.164994951170941
0.260585057136283,0.180681099147512,-0.0514603961540038
-0.126017775682636,0.108157401912284,-0.0306762194581863
0.0620328994282849,-0.0849336869455311,-0.0380593125467691
-0.04545088846118,0.0454334055008756,0.137078742907703
-0.224346479580734,0.0306031734023229,-0.0455239380784844
-0.1111800425332,-0.105691790323121,-0.0731695260202939
0.40371407745858,-0.000952453501960021,-0.115739538159554
0.0211734025910726,0.0677090520358796,0.0861961010283298
0.107087960622741,-0.144781420434862,-0.11889672837302
0.172486493739517,-0.0548008707243337,0.0496894233684845
-0.0393674488933063,-0.00607692062959672,0.0696960769435283
0.397870694403584,-0.0211872981733078,-0.151351059349032
0.574645135315703,0.208135812846179,0.12817368176957
0.139015480871136,-0.0544969003195954,0.0707129183653142
0.795343238910089,-0.0717564764882719,0.685222358321951
0.106048579183053,0.107502604109465,0.264340985918721
0.194147923510494,-0.121516162961389,-0.109116588673423
0.281414233737806,-0.126399889205245,0.233701350278993
0.421496805127771,0.0459350162292255,0.171821733003644
0.121794823552081,0.200011211314632,0.0413616840950731
0.256482663172436,0.114517265608745,-0.145243407831424
0.163596904274652,0.354105563055614,0.106806126056528
0.202649355760277,0.0774913559889148,-0.112695743211062
0.204069668446133,0.10827623369005,-0.000627118848928659
0.11224776895113,-0.0858113807040342,0.0867824548246859
0.377934395381178,-0.00420354109772172,-0.114166015422908
0.363163110710046,-0.0669748028618865,0.0718949359492715
0.428636580161126,0.108137082278663,-0.143287434875852
0.350723946796401,-0.0342866530565068,-0.138313423037375
0.341752925366196,-0.160440818296884,0.282755428115374
0.358030641172514,-0.149386799890713,-0.171059791658827
0.287322120810597,0.138783391064229,-0.174665858067281
0.45642320757057,0.00891011898910753,-0.0870799837243395
0.535446511128411,-0.0926966294487888,-0.154318377376706
0.0442872251154095,0.0651151065544262,0.167948608860033
0.360054313776889,-0.126305660895822,0.150227375615529
0.272017069785397,-0.0827057605474377,0.129501390401912
0.0921861595501062,0.108865747362179,0.493682954092098
0.202409607952755,-0.0564967635403731,-0.0568400834230991
0.275817822165251,-0.0445777531960562,0.0850888908997516
0.40353322539407,0.065382075538264,0.177927177057119
0.202335752416221,-0.104466893233239,-0.107145038774265
-0.0657522781455828,-0.119840670806311,-0.125851082278113
0.504041267135248,0.0862262216515465,-0.139610775341073
0.00506852283867648,0.0217425814423607,-0.0987556159733647
0.413194438109094,0.213540947358658,0.0902339781918094
0.0339548108788131,-0.105053179529853,0.0651605340510887
0.275043733434871,0.106423504245745,0.223524413914341
0.587939470603513,0.0351534369214843,-0.132643677770945
0.572632106514824,-0.10880074852535,0.125804256255824
0.0331725729079518,-0.10437646849936,-0.15622625743943
-0.139632568509347,-0.0693817499462878,0.28507386646641
-0.0293039931399175,0.10205082651419,-0.148256278811271
-0.0976951032238934,-0.138140694277543,-0.143260481472546
0.348041133108914,-0.0939823192672423,0.0959960459242863
0.300875989618401,-0.0374176888891053,-0.14991381300316
0.291580346091472,-0.0859181669260098,0.0417564230642242
0.513833295952679,-0.0359255330769213,0.0036412851045852
0.214469139971686,0.10038138725122,0.12606561971754
0.218053332745813,0.134090927834636,-0.0430355408939028
0.398597915429719,0.0200577228013537,-0.107583139833906
0.0131493397730154,-0.139332105734045,-0.110545731862832
0.319980037791589,0.0404245483815962,-0.119010121824769
0.138453444708389,-0.0558154628345499,-0.173855147645119
0.147905169769444,-0.0243823635774588,-0.000105081487865727
0.253180053996811,0.269421362012134,-0.0962550489952043
0.0285283495097325,-0.116097146863833,0.209615319616954
0.369956343302754,0.000905320380454044,0.044582420826503
0.401312121537037,-0.119163840170739,-0.0572634854987798
0.272158434839568,-0.0964425401162347,-0.110937648258339
0.0985139315420178,-0.111022185011267,-0.0882895331539168
0.0189210228558893,-0.0786346943988748,-0.126932197360873
0.673514395448089,0.124284995278,-0.080963564895071
0.640961318229971,0.13087662576643,0.418813527819806
0.505792486857612,-0.117038404393786,0.291898619865954
0.299533432108563,0.103058105187358,-0.129379460862168
0.427329386637442,-0.124847977405338,0.0738685586391885
0.0636420978138258,-0.0412557000521645,0.111718324607337
0.409085954215638,-0.0121673810251287,-0.0714456678402006
0.368469623789606,0.0981926813778151,0.470849303979058
0.417300196682827,-0.0895391800754412,-0.0381847226682739
0.516953154128415,-0.0532761973591643,-0.0612116965379554
0.0967042835611178,0.361619160566168,0.019152436670797
0.102008408114724,0.0619004162705718,0.0840167845743798
0.270237028612937,-0.023135342790314,-0.0746239390355553
0.0163520158254999,0.106908946566426,-0.132624703995987
0.555093184614535,-0.0887528430189302,-0.0955854201774958
0.378021833642063,0.0429921824337928,0.141674122087412
0.0856210183385228,-0.104260147120352,-0.140186628702741
0.429772891140547,-0.0703207459770379,0.204331411862821
0.305953966208173,-0.0636004439185698,-0.165685902414979
0.141150831164701,-0.109294138228153,0.26923911988469
0.365277636080153,-0.0049699816133726,-0.0180293876551549
0.386691732613772,0.0509711888137594,-0.0720402272430113
0.420474056532721,0.0757149171185854,0.262052908109548
0.374598419526005,-0.0560734440997913,0.307192961241005
0.0546327115475755,-0.095778060633042,0.0777023423986407
0.548824107287891,-0.102648431260625,0.194331312015892
0.581088436786726,0.263396338600719,0.117597697948382
0.142883896626636,-0.0813458819365953,-0.00436318400940969
0.232906584700636,-0.0729295029802178,-0.0710838032344069
0.552025466540603,0.28811002931282,0.261161303701636
0.0357766456277867,0.0823649795491522,-0.0566934980255681
0.652556464181319,0.0202733541846518,0.455036709686916
-0.0920591834440251,0.0428386934811594,0.11908049240621
0.255614613815084,0.103241408902854,0.384153492447468
0.0508418785661836,-0.00194108905325172,-0.160805748540047
0.159934633609665,0.183336371936255,0.0225861294648526
0.226923519026407,-0.0419784718110152,-0.137006437919108
0.116617549349598,0.0342731856700425,-0.132046814635906
0.187344129612517,0.0179088372012847,0.59021647336866
0.159782750464408,-0.0925784395224579,-0.158227439454994
0.466107931186673,-0.052103289240856,-0.0265203019391064
0.372781129144228,-0.0996082851882892,0.148910881523574
0.164072462800393,0.489889841439916,-0.13828800299711
0.282612431953989,-0.0230719292854551,0.221283006665545
0.470060516709021,-0.0158028272697173,1.01303614999729
0.415153235986556,0.3071392302699,-0.13510644662848
0.335230315907627,-0.0640956730449858,-0.117628805408582
0.597643090022753,-0.112755045128396,-0.147339668585857
0.175628706697592,0.0480936817208005,-0.140185530455362
0.555791897535668,0.161942926041371,0.0989512021739304
0.327338370455749,0.119515847469051,0.124470161873254
1.07149677004676,-0.090096501921791,0.23851180003464
0.279585829033348,0.222825530390804,-0.132392285129378
0.545434124020769,-0.0559957074081493,-0.117055790093536
0.0532576931748845,0.141070358051064,-0.0966396791233256
0.23924405343321,-0.0827827481641968,-0.0466278954311111
0.53127000154771,-0.0205408425124935,-0.123269108776905
0.275551519084502,0.0768945779680506,-0.110151249504416
0.536513960083123,-0.0801762410578168,-0.0945277463275847
0.421237680824996,-0.0827978798487623,-0.0426669691710903
0.964933291913271,-0.0605511510105468,-0.114534012716495
0.435191833661264,-0.0759348014725772,-0.0844228129232849
0.55194703040337,0.296572726088359,-0.111479106883272
