"N_Total","N_HOX_High","Pct_HOX_High","HOX_NDUFB7_Mean","Low_NDUFB7_Mean","NDUFB7_Log2FC","NDUFB7_TTest_P","OS_NDUFB7_Spearman","OS_NDUFB7_P"
637,128,20.1,2.31722574418813,1.99673685548102,0.21475438198126,0.00958785145728843,0.185969940006912,2.2928413934838e-06
