"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
0.000504806857485547,0.214840787034158,0.25,0.097,1,"STEAP3"
0.000506607526434822,-0.141203867351272,0,0.207,1,"PDHA2"
0.000508248966681438,0.129113111197626,0.125,0.029,1,"KRT35"
0.000508248966681438,0.244334591025616,0.125,0.029,1,"RP11-165H20.1"
0.000508248966681438,0.776057649215425,0.125,0.029,1,"SFRP5"
0.000508918552535423,-1.00053006316718,0.062,0.297,1,"ZNF32"
0.000509208035828789,0.799924959412578,0.167,0.049,1,"ATP1A4"
0.000509579328402211,0.62727102804674,0.292,0.127,1,"TMEM184A"
0.000510525136462863,-0.104939697996009,0.167,0.462,1,"FAR1"
0.000510820537781611,0.332119946807704,0.5,0.321,1,"CPEB3"
0.000512113607049714,0.529963626587046,0.625,0.455,1,"CABIN1"
0.000512663671937846,0.24001811616311,0.333,0.161,1,"C6orf170"
0.000514272780944218,0.314612949208206,0.229,0.085,1,"LOC100287015"
0.000515577990038307,0.253034654334373,0.188,0.059,1,"LRFN2"
0.000517899705063121,0.418815349953032,0.125,0.029,1,"UPK3A"
0.000518346215561032,0.407665020899496,0.25,0.098,1,"CLDN15"
0.000518548602009304,-0.524841639577248,0.042,0.277,1,"TIMM9"
0.000520789750251748,0.216154587158956,0.167,0.049,1,"STAC2"
0.000521285914983859,0.591082503424194,0.333,0.16,1,"NEURL4"
0.000521375447507362,0.2340539350904,0.312,0.143,1,"FGD2"
0.000522402333886545,-0.495462120362585,0.083,0.343,1,"MPG"
0.000524704562909596,0.459104976621,0.167,0.049,1,"LOC643401"
0.000524746268601498,0.138137991297987,0.25,0.104,1,"LOC100288637"
0.000526373856142241,0.271451995095836,0.188,0.059,1,"RPS10P7"
0.000526898146329701,0.113464206983135,0.25,0.102,1,"GRHL2"
0.000530330696395948,0.319370637132167,0.188,0.061,1,"RTDR1"
0.000533932578077181,0.106779531550858,0.396,0.217,1,"DOCK7"
0.000534158737090304,0.473000782169867,0.312,0.148,1,"TOP3A"
0.00053421859397415,0.160520123258631,0.354,0.178,1,"AMPD2"
0.000534435994272348,-0.867609345227408,0.104,0.353,1,"MRPL24"
0.000535524012318065,0.335318011053535,0.5,0.331,1,"MYH7B"
0.000535991615172368,0.412912882842023,0.417,0.229,1,"PRPF4"
0.000536614172474247,0.393076713629957,0.167,0.049,1,"MIR137HG"
0.000538435045636944,0.188397422103582,0.146,0.039,1,"FAM171A2"
0.000538435045636944,0.285173835993805,0.146,0.039,1,"HAR1A"
0.000540043461037631,-0.624413651301366,0,0.205,1,"C11orf74"
0.000540062543359103,-1.10853954956831,0.167,0.413,1,"TMEM179B"
0.00054086028122042,-0.431888919542828,0.167,0.419,1,"STIP1"
0.000542493397388555,0.353044716496047,0.271,0.112,1,"MYO1G"
0.000544123563716372,0.608159025120956,0.271,0.119,1,"HMGCS2"
0.000546170902403564,0.674516434192248,0.375,0.199,1,"DDX20"
0.000546782303310335,0.226069038759696,0.292,0.127,1,"RPS6KL1"
0.000547392078562855,0.891418748379169,0.146,0.039,1,"CXXC11"
0.000547426977118866,0.35221068629635,0.188,0.058,1,"BATF2"
0.000547633911970681,-0.862965464229903,0.104,0.345,1,"THYN1"
0.000547867602421865,0.393840339046121,0.188,0.063,1,"LOC100289178"
0.000547886484821084,0.335889686688108,0.125,0.029,1,"LOC400794"
0.000549930710697708,-0.674931086305333,0.021,0.236,1,"C7orf23"
0.000550890543371817,-0.879774981891481,0.125,0.36,1,"SELENBP1"
0.000551766806108336,0.297322714536072,0.583,0.396,1,"FAM53B"
0.000551922466328193,0.46956202812587,0.146,0.039,1,"CSPG5"
0.000551922466328193,0.348255575275965,0.146,0.039,1,"LOC348761"
0.000552448859005215,-0.712286802417519,0.021,0.234,1,"POLR2H"
0.000554535682864219,-0.274981653810363,0.292,0.577,1,"DCAF8"
0.000554949566098631,-0.140968442427859,0.521,0.854,1,"SPTAN1"
0.000555899903085001,-0.186920346025827,0.25,0.543,1,"PSMB2"
0.000557949003951805,0.149057142828182,0.438,0.248,1,"NAPEPLD"
0.000558376510376535,0.946665744849864,0.292,0.129,1,"FST"
0.000558413054453092,-0.299467030416771,0.292,0.565,1,"FCGRT"
0.000558539058958115,-0.120712487937216,0.062,0.309,1,"SF3A2"
0.000561088207976551,1.07781701084481,0.146,0.039,1,"ASPRV1"
0.000561504176528557,0.588205322081723,0.229,0.533,1,"SAP30BP"
0.000563450108300797,0.156052329832173,0.25,0.104,1,"STIL"
0.000568391256019407,-0.476172991370063,0.062,0.294,1,"NGDN"
0.000568398185689411,0.120962785196746,0.292,0.126,1,"MMP16"
0.00057201349133626,-0.48298414530424,0.125,0.382,1,"IDH3G"
0.000572097217354772,0.215631085760327,0.458,0.258,1,"IL16"
0.000572912754616359,0.185706313146429,0.208,0.073,1,"POU3F1"
0.000573048822381718,-0.371354549859282,0.25,0.555,1,"WDR13"
0.000579470351310798,0.373171437633356,0.25,0.098,1,"UAP1L1"
0.00058133218891843,-0.212541731989215,0.396,0.686,1,"GNB2"
0.000582445088143444,0.119537003335079,0.229,0.085,1,"LAMB4"
0.000582490761207561,0.468362087550591,0.542,0.368,1,"CUL2"
0.000582922064545204,0.341200117196687,0.562,0.385,1,"LRBA"
0.00058511509986211,0.196416455106787,0.583,0.402,1,"COG5"
0.000585996198612519,0.252773619538342,0.188,0.063,1,"ADRA1D"
0.000585996198612519,0.403551307479627,0.188,0.063,1,"TSG1"
0.00058949473454958,0.347425539735566,0.438,0.258,1,"SYTL2"
0.000590757121997046,0.761414085049813,0.354,0.173,1,"DHX34"
0.000592882335483628,-0.266861427780296,0.229,0.542,1,"KARS"
0.000593784339387183,1.27966173225688,0.25,0.1,1,"LOC100131825"
0.000594296630288757,0.140446220816624,0.146,0.039,1,"C2orf15"
0.000594557598630641,-0.384720731777548,0.271,0.582,1,"ISG15"
0.000594897944169736,-0.562456210719159,0.271,0.53,1,"OTUB1"
0.00059543947121457,-0.289627364188948,0.646,0.869,1,"IL6ST"
0.000596168356533137,-0.317262029533903,0.188,0.467,1,"AZIN1"
0.000596970743160834,-0.80925743268441,0.146,0.404,1,"MRPS18A"
0.000597653224441537,-0.178646088885752,0.062,0.314,1,"EIF3IP1"
0.000597678333345168,0.553471182672835,0.542,0.358,1,"EIF2B3"
0.000597766459669711,0.291781231733805,0.229,0.088,1,"EPHA8"
0.000597766459669711,0.379637350310071,0.229,0.088,1,"GABRP"
0.000597886606904225,0.105899417356929,0.167,0.051,1,"MYH4"
0.000601069787218794,0.39679835132258,0.312,0.153,1,"FUT10"
0.000601247070740919,0.553312774550419,0.229,0.088,1,"LOC100129316"
0.000601874029642576,-0.742511633698549,0.104,0.343,1,"ECSIT"
0.000602791012541795,0.13502044803929,0.271,0.112,1,"NAALADL2"
0.000604403747470098,0.349640286207982,0.333,0.161,1,"HIP1R"
0.000607541136599231,0.228649021261065,0.188,0.061,1,"LOC100506385"
0.000607787582821509,0.547923912648653,0.438,0.233,1,"DNAJA3"
0.000608483662915949,-0.294462727978518,0.146,0.413,1,"FAM100B"
0.000608647211445721,-0.419974441140177,0.042,0.267,1,"RANGRF"
0.000609081378224173,0.544174692588857,0.146,0.039,1,"CHAD"
0.000609389802762077,-0.349587880128998,0.042,0.268,1,"MRPL36"
0.000611165555874463,1.26010302835316,0.167,0.051,1,"C7orf29"
0.000611339196232262,-0.320917686509977,0.188,0.455,1,"STK38"
0.000613384924275467,-0.49758825043187,0,0.202,1,"CSRP2"
0.000613384924275467,-0.297672599024972,0,0.202,1,"NIP7"
0.000613525929533024,0.20513547892132,0.167,0.049,1,"C3orf49"
0.000613934103153695,0.151237400632592,0.625,0.426,1,"TNPO2"
0.000614668861106196,-0.261678886427924,0.417,0.762,1,"EGFL7"
0.000619343232422498,-0.473428422410657,0.354,0.633,1,"PRELP"
0.000620481137995573,-0.876937473028275,0.083,0.319,1,"TMEM126A"
0.000622199713633443,0.359063181044656,0.417,0.224,1,"SH3RF3"
0.000622668647056025,-0.556853750975838,0.25,0.525,1,"RAB11B"
0.000622677586857234,0.419621402661925,0.167,0.049,1,"KDM4D"
0.000622968030730013,0.35915274767194,0.354,0.178,1,"XPO5"
0.000624897042682296,0.295015619503557,0.875,0.701,1,"HSPG2"
0.000625064389448988,0.528640596641332,0.375,0.199,1,"TYW5"
0.000626080703890188,-0.233292035339569,0.167,0.447,1,"PPP6C"
0.000626768328344635,-0.3619260189241,0.167,0.44,1,"MRPL22"
0.000628153283081101,0.460967473659921,0.438,0.243,1,"LMF1"
0.000628308509038492,-0.231486112948086,0.417,0.683,1,"CSNK1A1"
0.000629584969764336,0.280653835313043,0.229,0.087,1,"KY"
0.000629636751598071,0.335934688574334,0.5,0.311,1,"ANAPC4"
0.000630266699818589,0.598264128780169,0.125,0.031,1,"KRT72"
0.000630866802107757,-0.174643610858101,0.188,0.465,1,"ATP2C1"
0.000631508581741494,0.341799667229776,0.292,0.126,1,"MORC2-AS1"
0.000635157222392407,0.565737611509383,0.333,0.17,1,"RRS1"
0.000636587462775145,0.318989452727828,0.583,0.448,1,"SETBP1"
0.000637388945517427,-0.109898162804775,0.271,0.565,1,"ENSA"
0.000641815820505842,0.362647386973915,0.125,0.031,1,"HRH3"
0.000641923133741067,0.696270750811599,0.583,0.46,1,"CLCN3"
0.000641980412420389,-0.65925556990462,0.104,0.331,1,"HAGH"
0.000643224366342014,0.16288138631115,0.167,0.051,1,"LOC283914"
0.000643697556653315,0.145905864601515,0.229,0.085,1,"LOC100507373"
0.000644845380876512,-0.539435454555278,0.125,0.38,1,"RAB4A"
0.000644920433605489,0.43281671375509,0.146,0.039,1,"LOC730811"
0.000645743709611903,-0.617168663966937,0.271,0.542,1,"ATP6AP1"
0.000646480109354532,-0.588191977018359,0.229,0.499,1,"FBXW4"
0.000647663912035414,0.928942077252856,0.125,0.031,1,"LOC254099"
0.000648709036859001,0.265974696404761,0.562,0.387,1,"MSL2"
0.000650900276142176,0.800155533654907,0.167,0.049,1,"KIR2DS4"
0.000653538760725969,0.361225081834555,0.208,0.073,1,"MEFV"
0.000655514789728076,0.885763264667559,0.146,0.039,1,"ENPP7"
0.000656534253344478,0.990300545997114,0.188,0.063,1,"RNF126P1"
0.000656713052283502,0.82796964615638,0.5,0.314,1,"GPC1"
0.000658707563096529,0.635459646193541,0.146,0.041,1,"CBLN4"
0.000658761716555641,0.405762306766214,0.188,0.061,1,"TBC1D10C"
0.000662565242724951,-0.229212644074228,0.083,0.329,1,"UFD1L"
0.000663145063397758,1.02607842174606,0.25,0.102,1,"C1orf88"
0.000663473632251052,0.453001944826778,0.354,0.187,1,"EMR2"
0.00066400587299797,0.470853095024618,0.146,0.041,1,"APOBEC4"
0.000667073685268898,0.254081669688282,0.167,0.051,1,"SLMO1"
0.000667214407093385,0.886086478981937,0.229,0.088,1,"LOC100131691"
0.000669875975441847,0.911443704867501,0.438,0.244,1,"USP21"
0.000670386446880293,0.462434184595698,0.25,0.102,1,"OSBP2"
0.000670505781520649,-0.328674477925084,0.208,0.523,1,"RNF7"
0.000670644208141684,0.126063669305536,0.375,0.195,1,"DOCK10"
0.000670723825108447,-0.539248282976492,0.125,0.372,1,"PLTP"
0.000671555394343927,0.117673246632819,0.125,0.031,1,"LOC389332"
0.000671649300824862,0.544730831379144,0.375,0.209,1,"KDM4A"
0.000671941142853476,0.692491584902285,0.167,0.051,1,"SIGLEC9"
0.000675118371298519,0.229325998490116,0.375,0.192,1,"SLC24A1"
0.000677348690359419,-0.353571296623839,0.208,0.47,1,"H2AFJ"
0.000677654979178481,0.238720433388566,0.125,0.031,1,"TEDDM1"
0.000678146608331799,-0.584324598794913,0.062,0.285,1,"EXOSC8"
0.000678631764175007,0.346790101497045,0.708,0.564,1,"ANK3"
0.000680551742009286,-0.533920456210055,0.083,0.317,1,"C15orf61"
0.000680963458488295,-0.391043740665315,0.229,0.474,1,"OSBPL9"
0.000681266038476637,0.161305729101465,0.188,0.061,1,"THAP8"
0.000681322272749144,-0.408916880317865,0.125,0.385,1,"C6orf72"
0.000681651240893865,0.206837962059451,0.417,0.246,1,"SPICE1"
0.000681940884901497,-0.260716841553392,0.062,0.307,1,"C11orf73"
0.000683806033097614,0.292234129875275,0.125,0.031,1,"HNF1B"
0.000683806033097614,0.561904035271789,0.125,0.031,1,"WDR38"
0.000685427436707654,0.155065093335751,0.271,0.114,1,"EPHA5"
0.000685845423987495,0.172029771351373,0.229,0.09,1,"EN1"
0.000686999169024325,-0.333424303527608,0.333,0.674,1,"CDC37"
0.000687802251201502,-0.391290980506789,0.104,0.331,1,"UBE2E1"
0.000689344427929338,-0.504008740731945,0.333,0.603,1,"MARCH2"
0.000689377409827273,-0.29046673110756,0.021,0.231,1,"NDRG3"
0.00069160663338282,0.457316080870826,0.438,0.25,1,"REL"
0.000692445050250185,-0.153610753604279,0.396,0.723,1,"PRPF4B"
0.000694054454371545,0.330657939005396,0.375,0.209,1,"VARS"
0.000696016668277542,0.206511847664323,0.25,0.1,1,"C8orf73"
0.000696999665051177,0.31550131133117,0.188,0.063,1,"SOST"
0.000697121137883599,-0.454292014635262,0.625,0.788,1,"EMP2"
0.000697516170330044,0.111171217448402,0.229,0.083,1,"CCDC151"
0.000698041565677492,0.785007410510887,0.354,0.183,1,"RFWD3"
0.000698368551381224,-0.189147525416257,0.333,0.635,1,"ZFR"
0.000702571986729081,0.167637168981812,0.125,0.031,1,"CES1P2"
0.000704056960424875,0.407075537654687,0.354,0.183,1,"CPT2"
0.000704226923857732,0.723480934444429,0.208,0.073,1,"FLJ42393"
0.000705218334122846,0.158416827932799,0.229,0.504,1,"CCT5"
0.000707671266242976,0.339929108592635,0.542,0.358,1,"LAMA3"
0.000707792304421826,0.502648565966107,0.333,0.166,1,"FBXO22"
0.000708198677159235,0.495606063002469,0.208,0.076,1,"LOC643770"
0.000708539737473446,-0.259883135770503,0.042,0.26,1,"TCEAL3"
0.00070893290794236,0.178428255179939,0.125,0.031,1,"STYK1"
0.000710272130904229,1.32807840645871,0.104,0.022,1,"ZP4"
0.000710948686854327,0.980364328529292,0.167,0.049,1,"OR5J2"
0.000711337211559468,0.115366215473493,0.25,0.1,1,"LOC100124692"
0.000713021986225141,1.36831701217521,0.208,0.073,1,"ZNF699"
0.000713699607276518,-0.235403782890023,0.021,0.236,1,"CLGN"
0.000715347307361686,0.395824443989876,0.125,0.031,1,"KRT74"
0.000715347307361686,0.516697308545425,0.125,0.031,1,"SAG"
0.000715347307361686,0.148509010818726,0.125,0.031,1,"TRIM61"
0.00071607404613425,-0.137202925465073,0.125,0.374,1,"C22orf39"
0.0007164483391434,0.418251306130435,0.458,0.287,1,"STXBP4"
0.000717116705388979,-0.103973645598741,0.229,0.523,1,"RALBP1"
0.00071897654824678,0.533225619660641,0.229,0.088,1,"SLC13A3"
0.000720329011993032,-0.173066748880796,0.188,0.46,1,"RPS6KA3"
0.000721133179311682,-0.529504360844864,0.104,0.336,1,"TRIM63"
0.000721815595051969,0.150950133312749,0.125,0.031,1,"C17orf66"
0.000722006595024797,-0.175476720538224,0.396,0.676,1,"UBE3A"
0.000722464950032112,0.395581107557127,0.167,0.051,1,"TMEM198"
0.000723699355619506,0.170564212961327,0.438,0.244,1,"ANKAR"
0.000725491052303639,-0.563220309276657,0.104,0.368,1,"DUSP23"
0.000725502820328949,0.221839383716848,0.188,0.059,1,"FLJ34503"
0.000725782321127765,0.28336691006197,0.75,0.533,1,"TRIM13"
0.000726133383956289,0.764550701953517,0.542,0.365,1,"RPP14"
0.000727652784451894,-0.244721769004357,0.396,0.699,1,"CCDC85B"
0.000728960877361054,0.483962378104029,0.521,0.314,1,"PROSER1"
0.000730397692952886,-0.620267303770641,0.208,0.492,1,"ALDH2"
0.000730548797928082,0.240554492582667,0.812,0.693,1,"CLMN"
0.000732370908577659,0.301617539317543,0.271,0.119,1,"GRIA3"
0.000732654095224453,0.310571540274463,0.104,0.022,1,"LINC00303"
0.000733810819558111,-0.261055154828468,0.146,0.401,1,"NUDT21"
0.000734272760510529,-0.393065513058812,0.146,0.406,1,"POLE4"
0.000735935292737329,0.441280048490877,0.312,0.141,1,"HSPA4L"
0.000736663083301792,0.435332518105621,0.333,0.166,1,"WSCD1"
0.000738456136286061,0.371886701735748,0.25,0.104,1,"GFAP"
0.000738456136286061,0.716564529422842,0.25,0.104,1,"PELI3"
0.000739246004078094,0.644556442975424,0.458,0.267,1,"NKX2-5"
0.000740033850478963,0.224408199040693,0.292,0.129,1,"SLC9A11"
0.000743326851185528,-0.631493361453946,0.208,0.457,1,"PRSS23"
0.000743645335286944,0.153325967952234,0.167,0.051,1,"DNER"
0.000744614796069611,0.428204220064369,0.208,0.073,1,"LOC100505839"
0.000745116101070785,0.466784167951847,0.667,0.489,1,"CHST3"
0.000747308559254882,0.712426901194357,0.292,0.129,1,"RIN1"
0.000747334658571078,0.211591381228765,0.458,0.302,1,"CUL9"
0.000749603479090129,0.375131982406403,0.188,0.063,1,"GALNT9"
0.000749736555872786,-0.122160646375811,0.521,0.759,1,"CCDC50"
0.000753415377746735,0.247474147285665,0.229,0.085,1,"GNRH1"
0.000753559670029199,-0.395338123738097,0.292,0.521,1,"UFM1"
0.000753725721979664,0.332150012623092,0.208,0.075,1,"LOC440173"
0.000753986254234309,-0.751847292538305,0.146,0.401,1,"PPT1"
0.00075435261758267,0.117738453994599,0.146,0.041,1,"GGT8P"
0.000754450455280522,0.68546903179637,0.167,0.051,1,"TAS1R1"
0.000754749113654008,0.112373271293349,0.479,0.272,1,"KCNJ2"
0.000755689733042098,0.438873214344322,0.104,0.022,1,"PNLDC1"
0.000755689733042098,0.136682785036535,0.104,0.022,1,"STOML3"
0.0007572454731711,1.44053575350209,0.208,0.076,1,"NTRK1"
0.000761315186825234,-0.352687839473122,0.417,0.64,1,"SCN7A"
0.000762639204776674,0.198985052190736,0.271,0.119,1,"KCNJ16"
0.000765059309901278,-0.648758587215728,0.021,0.228,1,"PRADC1"
0.000766123273747545,-0.287107179507963,0.396,0.649,1,"MIER1"
0.000766415957739909,0.444683699886186,0.146,0.041,1,"GP9"
0.000767381554945713,0.54613116274565,0.396,0.211,1,"POLL"
0.00076748247195198,0.413555895430778,0.396,0.221,1,"CENPJ"
0.000768637514420604,0.299557394283374,0.125,0.031,1,"B3GNT6"
0.000771418537036447,0.129210690529371,0.104,0.022,1,"MIR205HG"
0.000772514566560102,0.479599655412142,0.146,0.041,1,"LOC441177"
0.000774942863412987,0.322345130230586,0.292,0.132,1,"GSTCD"
0.000775552007948819,1.26287453276419,0.125,0.031,1,"LOC440900"
0.000778658201981896,0.186187871088054,0.146,0.041,1,"CHRND"
0.000780275012760587,-0.221180086057764,0.104,0.36,1,"SEPP1"
0.000780410431161325,-0.20092611213207,0.271,0.54,1,"AMD1"
0.000782524207490172,0.654101000556862,0.125,0.031,1,"ASCL3"
0.000782524207490172,0.246541440334821,0.125,0.031,1,"DRD5"
0.000783892946397161,0.223244034510133,0.583,0.375,1,"TMEM135"
0.000785295056358701,-0.524158000473484,0.083,0.316,1,"MLF1"
0.000787746804607828,0.180317988909629,0.167,0.051,1,"LOC284551"
0.000789795344037512,-0.256155710701412,0,0.195,1,"MED31"
0.000789959544913106,0.250540072560588,0.188,0.065,1,"NOS2"
0.000789984284058446,0.189869288575362,0.396,0.228,1,"LOC100506686"
0.000792722678331017,-1.27086999494951,0.292,0.508,1,"PPIC"
0.00079342704240943,0.286709050697705,0.167,0.051,1,"IL28RA"
0.000794065600353268,0.398479481486828,0.271,0.119,1,"MSI2"
0.000795236964075551,0.359142038047374,0.292,0.131,1,"RECQL5"
0.000795430157216508,-0.325547060876312,0.188,0.472,1,"ARF5"
0.000797362305015735,0.408709086686577,0.146,0.041,1,"C9orf50"
0.000797362305015735,0.242023881377438,0.146,0.041,1,"ZNF114"
0.000797398097066934,0.360901358877238,0.167,0.053,1,"SLC29A4"
0.000797455828514169,-0.253959712657789,0.312,0.621,1,"DHX15"
0.000797697355701899,0.574079747363967,0.292,0.136,1,"TUBGCP4"
0.000797786443412139,0.276714161921981,0.438,0.246,1,"WDR19"
0.000799006276523834,0.387805620286438,0.312,0.148,1,"TUBB1"
0.000799038512524299,-0.933060922228264,0.167,0.387,1,"TXNDC12"
0.000799588896420447,-0.492376587734552,0.062,0.302,1,"CXorf26"
0.000799962778384971,-0.677053930523305,0.271,0.55,1,"C21orf33"
0.000800639574798374,1.08035613761046,0.312,0.144,1,"TRIM11"
0.000800834423863317,1.16858517765497,0.25,0.107,1,"TNIP3"
0.000801552902118853,0.165355070120937,0.708,0.523,1,"MYO10"
0.000803791443089866,1.52673006045052,0.125,0.031,1,"PARD6A"
0.000803791908543938,1.19326488166399,0.104,0.022,1,"KCNA10"
0.000805060779580769,0.32853423776831,0.25,0.107,1,"ZNF587B"
0.000805522319128039,0.243693830880305,0.188,0.065,1,"FLJ46284"
0.000805683291440622,0.921022691834205,0.25,0.1,1,"APOBR"
0.000806679757969587,-1.02957056398565,0.229,0.472,1,"DHRS7"
0.000808663982155233,0.136733816713918,0.562,0.368,1,"FADS1"
0.000809227316406811,0.669847223704398,0.396,0.216,1,"SLC39A11"
0.00081088843181402,-0.42432527935967,0.167,0.416,1,"PFKP"
0.000812198942747878,0.108684273567729,0.458,0.292,1,"METTL8"
0.000812243148792146,0.557722406839101,0.271,0.114,1,"SNHG10"
0.0008203211727626,0.152346109549571,0.479,0.304,1,"MTX3"
0.000820361907119494,-0.277873403489219,0.229,0.465,1,"LASP1"
0.000820467074610787,0.320526765194888,0.354,0.18,1,"MAGI2"
0.000822046683828452,-0.295559988874817,0.542,0.747,1,"LIFR"
0.000825018313150117,-0.183210467068733,0.167,0.435,1,"ARFGAP3"
0.000825594000511694,0.119240800701795,0.125,0.031,1,"TM6SF2"
0.000828756916490752,0.255395266329244,0.646,0.486,1,"KALRN"
0.000829464960872732,0.365037882259338,0.146,0.041,1,"SLC13A5"
0.000829523119543195,0.543930906993768,0.312,0.143,1,"HPS6"
0.000832636564164152,0.133886726298356,0.542,0.35,1,"PDE4A"
0.000833949191503212,0.531054582821945,0.5,0.351,1,"DNMT3A"
0.000836760240190727,0.476069758051303,0.667,0.538,1,"HIF1AN"
0.000837039397052653,1.05493578488836,0.208,0.073,1,"FAM113B"
0.000837422229581965,0.12478494439003,0.104,0.022,1,"MTNR1B"
0.000837422229581965,0.187048898563631,0.104,0.022,1,"WNT8B"
0.000840988525132421,-0.288530856993129,0,0.194,1,"EEF1E1"
0.000841760037093261,-0.475558009082966,0.208,0.453,1,"ARF3"
0.000842638536173372,0.181197375951987,0.146,0.041,1,"VIL1"
0.000843072828604898,0.309978827216654,0.271,0.121,1,"CENPL"
0.000845083015028442,-0.125542415716296,0.083,0.323,1,"NSA2"
0.00084603136862792,0.261272129278389,0.104,0.022,1,"KRTAP16-1"
0.000849840407960683,0.201795697045904,0.167,0.053,1,"C16orf71"
0.000849840407960683,0.255503378567191,0.167,0.053,1,"GCGR"
0.000851644665285993,-0.141103645165829,0.354,0.715,1,"SLK"
0.000852357705074625,0.253906595798642,0.167,0.051,1,"ARSG"
0.000852357705074625,0.804768721821514,0.167,0.051,1,"FAM186B"
0.000853804538211807,0.103844328790636,0.75,0.564,1,"TSHZ2"
0.000854722533774917,0.157717500962953,0.104,0.022,1,"C20orf123"
0.000855517999477414,0.164910879081306,0.125,0.031,1,"GPR115"
0.000855517999477414,0.415214712618512,0.125,0.031,1,"OR2T10"
0.000861551216086244,-0.121983657247635,0.021,0.229,1,"TXLNG"
0.000862846175476507,0.392101028160616,0.229,0.093,1,"PLEKHH1"
0.000863478710879126,0.49924391165422,0.312,0.154,1,"SERTAD4"
0.000867227351144006,0.598199539110197,0.333,0.166,1,"CTNS"
0.000869569780583719,0.627807686251911,0.146,0.041,1,"RGR"
0.000869843584788945,-0.180937372218863,0.271,0.574,1,"GBP4"
0.000870933176522074,0.363207218624047,0.438,0.261,1,"SCN5A"
0.000871716147658102,0.202855276959629,0.188,0.063,1,"LOC100133957"
0.000872353790549826,0.167795199286077,0.104,0.022,1,"SSTR4"
0.000874766640923003,-0.166572732301967,0.083,0.333,1,"C11orf46"
0.000875964108701146,0.518518770943234,0.354,0.593,1,"NDRG4"
0.000877576604878689,-0.262704533936307,0.792,0.946,1,"NFIB"
0.000878272788989863,-0.380851919559253,0.583,0.757,1,"ZBTB38"
0.000878617687141404,0.266543089073214,0.125,0.031,1,"PRSS33"
0.000881295319858681,0.265423187599848,0.104,0.022,1,"LINC00222"
0.000881379680860737,-0.225523029446814,0.333,0.608,1,"RAB5B"
0.000881811848416042,-0.281606621100483,0.292,0.596,1,"ECHS1"
0.000883332664959671,0.887654976842522,0.146,0.041,1,"GFRA3"
0.000884850850897324,0.207893526839977,0.458,0.263,1,"AGPAT4"
0.000885328547962337,-0.135366676151036,0.354,0.581,1,"DAB2"
0.000885536651703119,-0.388831507258186,0.083,0.323,1,"MRPS35"
0.000886101868941152,0.254641424637244,0.521,0.34,1,"MYO5A"
0.00088877062594103,-0.336532099203323,0.188,0.445,1,"DYNC1LI1"
0.00088891487174093,0.53373222126842,0.396,0.222,1,"RPIA"
0.000889144866824586,-0.274569323163885,0.125,0.357,1,"ACBD5"
0.000889638432516718,1.07134767433678,0.167,0.051,1,"DSCR9"
0.000890321750698959,0.498178380657136,0.104,0.022,1,"PSORS1C3"
0.000892821021549987,0.458813566263486,0.167,0.053,1,"MMP17"
0.000896106195106407,-0.231153627920712,0.646,0.907,1,"AES"
0.000896692297313349,-0.480953667246622,0.083,0.329,1,"MFAP1"
0.000897297252119344,0.63469819490433,0.146,0.041,1,"CCDC116"
0.000897297252119344,0.182554282031751,0.146,0.041,1,"TCAM1P"
0.000901217875197127,-0.372511608897679,0.146,0.394,1,"RER1"
0.000902075286306855,0.150707151033326,0.208,0.076,1,"SLCO4C1"
0.000904116388484896,0.240751310313382,0.312,0.153,1,"PIK3CD"
0.000904747118828997,-0.35640698748067,0.375,0.649,1,"STAU1"
0.000906067340524854,0.319844288970492,0.396,0.228,1,"PRR12"
0.000906347751840377,-0.838219054244591,0.188,0.407,1,"TIMM17A"
0.000906476155735548,0.10862168986329,0.188,0.061,1,"OR51B5"
0.000906785403493351,-1.31699115240478,0.062,0.275,1,"RARRES3"
0.000908273869308865,-0.489932242233832,0.146,0.404,1,"TMEM126B"
0.000908632252882125,0.163869146074476,0.104,0.022,1,"GYPA"
0.000908840408240904,0.316086679280595,0.167,0.051,1,"CCNE1"
0.000908870650228063,0.136814127444641,0.583,0.39,1,"SLC39A10"
0.000911850953931025,0.764231963672023,0.167,0.053,1,"TMIGD1"
0.000912724960301876,0.433728954946255,0.5,0.307,1,"PDK2"
0.000912885393518467,0.223175211836245,0.312,0.138,1,"P2RX4"
0.000915001325801548,0.287929434661635,0.229,0.09,1,"SUCNR1"
0.000916766242580454,1.39953107426695,0.188,0.065,1,"NXNL2"
0.000918128424203513,-0.30436143896986,0.104,0.338,1,"CEP57"
0.000918344764590682,0.129463741078659,0.188,0.063,1,"LOC100130357"
0.00091842296221723,0.526436475882983,0.479,0.314,1,"LYNX1"
0.000920133012261123,0.124311119243178,0.229,0.09,1,"LINC00346"
0.000921029390181451,-0.446419009330407,0.625,0.788,1,"SASH1"
0.000921484180854764,0.344953517129935,0.292,0.139,1,"ARHGAP39"
0.000922685723045943,0.404865348957692,0.188,0.065,1,"SLC17A9"
0.000923869510537319,0.124648138258161,0.312,0.154,1,"C9orf84"
0.000923955240096821,0.660327542554656,0.208,0.076,1,"CHADL"
0.000923955240096821,0.310573123846521,0.208,0.076,1,"MCM3AP-AS1"
0.000925271288550301,0.734116911900485,0.479,0.323,1,"SH2B1"
0.000925864590467354,0.343574087414431,0.354,0.178,1,"WDPCP"
