"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
1.23921191356344e-11,0.204840759695359,0.312,0.054,2.89417942412742e-07,"KIAA1239"
1.2395806166344e-11,-1.67360084484317,0.5,0.99,2.89504053014965e-07,"MT2A"
1.25873544765479e-11,-1.34048729411063,0.229,0.745,2.93977663799776e-07,"SDCBP"
1.2658309331063e-11,-1.57486930935228,0.188,0.732,2.95634814426977e-07,"PKIG"
1.28051313207237e-11,0.678272828131579,0.438,0.117,2.99063841995501e-07,"ZMAT4"
1.2876713627521e-11,0.401693101247199,0.292,0.048,3.00735646770753e-07,"SIGLEC8"
1.29190061150346e-11,0.929100455834467,0.146,0.008,3.01723387816634e-07,"BTF3P11"
1.30320481003444e-11,-1.88964337328921,0.5,0.866,3.04363483383542e-07,"S1PR1"
1.30724649118175e-11,0.463864724170875,0.438,0.112,3.05307418015498e-07,"GOLGA7B"
1.32112505371522e-11,0.378792175754978,0.354,0.071,3.0854875629519e-07,"SLC4A11"
1.33647124519581e-11,0.648681708936367,0.188,0.017,3.12132859315483e-07,"SLC22A16"
1.33912694145238e-11,0.654773286363005,0.375,0.08,3.12753097176204e-07,"SLC26A1"
1.34041590492609e-11,0.295830236691708,0.354,0.073,3.13054134595488e-07,"ITIH6"
1.34974255600088e-11,0.504099301230969,0.438,0.107,3.15232373954005e-07,"FLJ16779"
1.36550634355049e-11,0.484396252225285,0.396,0.093,3.18914006536216e-07,"C1orf112"
1.38105694897882e-11,0.398116283051622,0.75,0.357,3.22545850434004e-07,"CCDC88C"
1.42820657652799e-11,0.384390937336615,0.771,0.433,3.33557645948112e-07,"ABCA3"
1.4288199690041e-11,0.373157765519342,0.354,0.071,3.33700903760907e-07,"LOC100130705"
1.43871606672979e-11,0.19096188435655,0.583,0.207,3.36012137384744e-07,"NT5DC3"
1.44834280883685e-11,0.215808638119308,0.229,0.027,3.38260463003846e-07,"NKAIN1"
1.44834280883685e-11,1.26820268869497,0.229,0.027,3.38260463003846e-07,"TIGD3"
1.44834280883685e-11,0.687055712721845,0.229,0.027,3.38260463003846e-07,"VSIG8"
1.4519175700246e-11,0.346849361301115,0.5,0.151,3.39095348479245e-07,"GPR26"
1.45711304686654e-11,0.958901387146982,0.208,0.022,3.40308752095679e-07,"LILRA4"
1.45980607511221e-11,0.597871498271357,0.333,0.066,3.40937708842456e-07,"FAM154A"
1.48301500743895e-11,-0.595270319779146,0.229,0.793,3.46358154987366e-07,"ITGB1"
1.48703466206711e-11,0.499900204315635,0.292,0.048,3.47296945325774e-07,"SLC36A2"
1.52059405590273e-11,-1.28401734713905,0.125,0.72,3.55134741756082e-07,"NDUFA2"
1.5276870909032e-11,1.15061608381211,0.458,0.136,3.56791320080442e-07,"PVRL4"
1.54374279668932e-11,-1.68239610204576,0.188,0.727,3.60541130166791e-07,"PSMB1"
1.55711693510675e-11,0.532328103663085,0.271,0.041,3.63664660194182e-07,"TMEM235"
1.55787881374432e-11,0.453131975238962,0.396,0.092,3.63842596949985e-07,"GRIN2C"
1.58263279627157e-11,0.587311881405704,0.792,0.43,3.69623889569225e-07,"FBXL20"
1.58689120249532e-11,0.647641459613934,0.188,0.017,3.70618440342782e-07,"OR2A25"
1.58942848981084e-11,0.112625892599679,0.208,0.022,3.71211023795322e-07,"SCAND3"
1.59600635072852e-11,-1.94290756616202,0.167,0.71,3.72747283212645e-07,"MRPL51"
1.60172594030143e-11,0.568972241333697,0.146,0.008,3.740830933574e-07,"B3GNT4"
1.60820970722509e-11,0.220307183367664,0.292,0.048,3.7559737712242e-07,"KCNQ5"
1.61394464605522e-11,0.26845221325816,0.417,0.105,3.76936772086196e-07,"TMC1"
1.61726953839302e-11,0.735030476641155,0.208,0.022,3.7771330069169e-07,"CYP4F8"
1.61740337497211e-11,0.143086714982826,0.188,0.017,3.77744558224736e-07,"HOXC5"
1.63176102169046e-11,0.398265317810053,0.5,0.163,3.81097786615807e-07,"CCDC108"
1.65982156045921e-11,1.35841905981049,0.5,0.158,3.87651325445249e-07,"HMGN2P46"
1.67205544713772e-11,0.309027740542512,0.438,0.115,3.90508549679014e-07,"KIAA1199"
1.67439183493732e-11,0.999022302504009,0.208,0.022,3.91054213049611e-07,"C10orf27"
1.79961062615466e-11,-2.06090590383633,0.083,0.633,4.20299061738422e-07,"SMPX"
1.83785423301144e-11,0.189549382672089,0.375,0.081,4.29230856119822e-07,"LOC650368"
1.87774780179992e-11,-2.05860826569199,0.083,0.635,4.3854799911037e-07,"NOP10"
1.88109607570236e-11,0.536413015974604,0.583,0.199,4.39329988480286e-07,"ZNF862"
1.88308730244278e-11,0.408755649873475,0.188,0.017,4.39795039485512e-07,"ARTN"
1.9037188755874e-11,0.936889725982754,0.604,0.231,4.44613543393437e-07,"LOC678655"
1.90430535075842e-11,0.603332854073021,0.438,0.115,4.44750514669628e-07,"EREG"
1.91537259128791e-11,0.930556428544584,0.333,0.065,4.47335268695291e-07,"PRMT8"
1.91916489341352e-11,0.742034128841401,0.188,0.017,4.48220960856728e-07,"KLK12"
1.96516843128094e-11,0.486464562824093,0.229,0.027,4.58965087125664e-07,"IL4I1"
1.96946546956781e-11,0.419204852536928,0.271,0.041,4.59968660417561e-07,"ANKK1"
1.98566295480991e-11,-1.93537713794433,0.396,0.851,4.63751583095854e-07,"ID1"
1.98782517337177e-11,-1.49880736706921,0.208,0.727,4.64256569240976e-07,"LAPTM4A"
2.00450119588073e-11,0.172868055809802,0.5,0.146,4.68151254297945e-07,"IPCEF1"
2.00483654441363e-11,1.14535095498388,0.375,0.085,4.68229574947804e-07,"CHRNA1"
2.01448445662925e-11,0.263314203063494,0.417,0.102,4.70482844845762e-07,"SRCIN1"
2.02705972468501e-11,0.513717868187721,0.396,0.092,4.73419798700184e-07,"CD1E"
2.03311185531367e-11,0.743619019407159,0.417,0.105,4.74833273808507e-07,"TRIM71"
2.0541318643199e-11,-1.43432883260325,0.083,0.664,4.79742496911912e-07,"ATP6V0E1"
2.06099747164373e-11,0.773111217921036,0.208,0.022,4.81345959502394e-07,"SFTPD"
2.08157586859484e-11,-1.15141308445963,0.292,0.827,4.86152044110326e-07,"SNRPD2"
2.11057438312086e-11,0.209771405074645,0.396,0.092,4.92924647177877e-07,"O3FAR1"
2.12461767730303e-11,0.348050546262646,0.354,0.075,4.96204458534123e-07,"UHRF1"
2.15027899333042e-11,0.877754012577854,0.188,0.017,5.0219765889232e-07,"LOC340074"
2.15192224168809e-11,-1.73745318561225,0.146,0.703,5.02581439546253e-07,"ANXA1"
2.15876547686104e-11,0.140761517524018,0.312,0.056,5.04179677120895e-07,"SEC1"
2.17388145005827e-11,0.500311913512936,0.5,0.154,5.07710012661109e-07,"COL11A2"
2.17818275842358e-11,-3.0755312157152,0.104,0.62,5.08714583229827e-07,"RBP7"
2.17825302964865e-11,0.323212324419625,0.354,0.076,5.08730995074442e-07,"LOC641364"
2.18402476096886e-11,-1.77906299891567,0.146,0.698,5.10078982924276e-07,"BRP44L"
2.18523213394107e-11,0.215503890558069,0.312,0.056,5.10360964881936e-07,"ACSBG1"
2.22567104402806e-11,0.960828391488389,0.625,0.285,5.19805472332754e-07,"PITX1"
2.23912196306077e-11,1.32622322340673,0.312,0.056,5.22946934472843e-07,"NRG4"
2.2441981622959e-11,0.298635171109335,0.312,0.054,5.24132480804208e-07,"ZNF778"
2.24776847742154e-11,0.875931772147176,0.521,0.183,5.249663279018e-07,"FAM84A"
2.2634378894546e-11,-1.02424527447585,0.271,0.745,5.28625919082123e-07,"XRCC5"
2.31375522846232e-11,-1.53817421355046,0.167,0.667,5.40377533607375e-07,"ARL6IP1"
2.40045758677273e-11,0.157341471948423,0.292,0.049,5.60626869390771e-07,"FLJ45974"
2.44268757545005e-11,0.927788513219683,0.229,0.029,5.7048968324636e-07,"SIGLEC6"
2.46931697470039e-11,0.475669809924017,0.479,0.144,5.76708979441276e-07,"CHST6"
2.47968175524372e-11,-0.778386707802825,0.125,0.662,5.7912967393717e-07,"PCNP"
2.50236741821175e-11,0.223509646000204,0.354,0.075,5.84427910523353e-07,"ZNF497"
2.50522948878507e-11,0.291122325265493,0.458,0.129,5.85096347105753e-07,"ACAN"
2.62682202683294e-11,0.712233281878063,0.375,0.085,6.13494284366833e-07,"RHO"
2.6613267174625e-11,0.528620761719179,0.312,0.058,6.21552854863367e-07,"C5orf65"
2.67429396990009e-11,0.715037862170946,0.833,0.584,6.24581356670166e-07,"NRAS"
2.67623036817288e-11,-0.54911311486863,0.375,0.868,6.25033602486775e-07,"SORBS2"
2.73799377080002e-11,0.998189149882847,0.583,0.214,6.39458445170344e-07,"JPH1"
2.77055097661416e-11,0.526506629657808,0.729,0.392,6.47062180588238e-07,"SOX6"
2.80917501675198e-11,0.120470638776763,0.354,0.07,6.56082825162424e-07,"MAPK8IP2"
2.83550687117794e-11,0.304151528865162,0.458,0.127,6.62232629763609e-07,"TDRD1"
2.87362296659097e-11,0.773290697549157,0.417,0.11,6.71134643847321e-07,"MGC14436"
2.89767199162902e-11,-1.45788628218025,0.104,0.643,6.76751293644958e-07,"GSTO1"
2.94562133360263e-11,0.41958517456191,0.354,0.075,6.87949862462894e-07,"LOC285878"
2.95677179930905e-11,0.58711610095228,0.375,0.087,6.90554053728628e-07,"SEZ6"
2.98003760410179e-11,0.691318849285621,0.354,0.076,6.95987782437974e-07,"ILDR1"
3.02830085974908e-11,-0.295939751158528,0.271,0.939,7.07259665794398e-07,"RPL32"
3.03645317656275e-11,-1.54748922982626,0.188,0.756,7.09163639386231e-07,"GABARAPL2"
3.03692688004512e-11,0.305801542146684,0.312,0.058,7.09274272834537e-07,"GRIA2"
3.07831666061883e-11,0.92570131265567,0.5,0.16,7.18940856087527e-07,"EPHB6"
3.08186971762570e-11,0.349449635300364,0.729,0.367,7.19770672551483e-07,"THRB"
3.0877878189547e-11,0.600780835511113,0.229,0.029,7.21152845116871e-07,"DUSP15"
3.10728263536312e-11,0.887841336259408,0.312,0.056,7.25705859489056e-07,"TMEM132E"
3.10857366237369e-11,0.405186884496471,0.333,0.066,7.26007378847374e-07,"IL31RA"
3.15693843308103e-11,-0.980135217497836,0.354,0.827,7.37302971046076e-07,"RPS27L"
3.26723201212377e-11,0.419958582370784,0.458,0.127,7.63062036431507e-07,"PPL"
3.28529033548616e-11,0.287941054833546,0.521,0.165,7.67279557852794e-07,"APC2"
3.34120351882332e-11,0.469874605176165,0.396,0.095,7.80338081821185e-07,"RASGRF1"
3.36508371595352e-11,-1.57520972044996,0.167,0.705,7.85915301860945e-07,"PAIP2"
3.38153012566828e-11,0.660964913525888,0.312,0.056,7.89756360849828e-07,"CEACAM22P"
3.38922484798596e-11,0.349498844297217,0.542,0.18,7.91553463247121e-07,"ADAMTS2"
3.40759150058394e-11,0.370045635611622,0.271,0.041,7.95842994961379e-07,"LOC151174"
3.51079808956223e-11,-1.06715286409491,0.188,0.696,8.19946893817258e-07,"SYF2"
3.55615689682359e-11,0.350856400321792,0.708,0.333,8.30540443253149e-07,"ZNF618"
3.57114478325066e-11,0.596597972360611,0.5,0.158,8.34040864128191e-07,"RFX2"
3.57334473324349e-11,0.697800891162171,0.458,0.132,8.34554662449016e-07,"TBX21"
3.61956254871713e-11,-1.76836865180881,0.229,0.737,8.45348833252885e-07,"NDUFAB1"
3.62672432779282e-11,-1.73558689736336,0.083,0.606,8.47021466756013e-07,"DECR1"
3.63019230405277e-11,0.569649752877686,0.375,0.088,8.47831412611524e-07,"LOC154822"
3.70321440797231e-11,0.477806936191546,0.604,0.251,8.64885724981932e-07,"ZFHX4"
3.75027929608345e-11,-1.10336606519519,0.479,0.89,8.75877729600289e-07,"MGLL"
3.81440708355924e-11,0.455847482798321,0.417,0.105,8.9085477436526e-07,"MUC20"
3.84292821332528e-11,-0.648063062625605,0.333,0.834,8.97515884222119e-07,"ATP2A2"
3.89897147011376e-11,1.00809522622404,0.5,0.16,9.10604786845068e-07,"TPRG1"
3.9966322273348e-11,-1.44983249078372,0.167,0.74,9.33413456694042e-07,"PTGDS"
4.00565685993292e-11,0.865937030270685,0.354,0.078,9.35521159637334e-07,"HNF1A"
4.08678155157679e-11,0.250158325235157,0.333,0.065,9.54467831370759e-07,"SLC6A20"
4.10126253462271e-11,0.447522687716685,0.333,0.068,9.57849864961134e-07,"RUFY4"
4.11877305547636e-11,-1.63743948994804,0.229,0.727,9.61939447106504e-07,"ANXA2P2"
4.12616907517508e-11,0.260268951072052,0.333,0.066,9.6366678750714e-07,"C14orf162"
4.19264537095682e-11,0.36645298435,0.312,0.058,9.79192326386965e-07,"TRIM46"
4.22412581092982e-11,0.465975592054718,0.354,0.078,9.86544583142659e-07,"CDHR2"
4.24243254902305e-11,0.508313416826609,0.417,0.109,9.90820121824332e-07,"ADAMTS14"
4.26519537692598e-11,-1.45689730336099,0.354,0.823,9.96136380281063e-07,"UQCRHL"
4.27273428573345e-11,-1.96000587992418,0.188,0.703,9.97897092433047e-07,"VAMP5"
4.39799533122411e-11,1.19698872723673,0.396,0.093,1.02715180960739e-06,"NLGN3"
4.48555422925185e-11,-1.18859845915194,0.104,0.711,1.04760119024177e-06,"SELK"
4.50157591629159e-11,-1.33521124669687,0.312,0.795,1.0513430552499e-06,"TECRL"
4.53507169915462e-11,0.474591597823474,0.375,0.085,1.05916599533756e-06,"DKFZP434A062"
4.54019381285337e-11,-0.63627315715909,0.229,0.767,1.0603622649919e-06,"GNG5"
4.54022125329814e-11,2.04192890247475,0.167,0.014,1.06036867370778e-06,"OR10P1"
4.58019440887859e-11,0.325616941455273,0.271,0.042,1.0697044041936e-06,"TH"
4.58691384935779e-11,0.692252713885659,0.354,0.075,1.07127372951751e-06,"PYCRL"
4.63309277253349e-11,1.1310721390469,0.167,0.014,1.0820588170252e-06,"OR2T11"
4.63309277253349e-11,1.32155067245166,0.167,0.014,1.0820588170252e-06,"SMR3B"
4.63731244091691e-11,-1.8496512138441,0.167,0.674,1.08304432057614e-06,"FHL2"
4.74660221910511e-11,0.739203296129509,0.354,0.078,1.108568948272e-06,"TFAP2C"
4.75398717848718e-11,-1.25340886116832,0.021,0.552,1.11029370553568e-06,"HLA-DRB5"
4.76277836641295e-11,-0.68061817552401,0.208,0.835,1.11234688747574e-06,"EIF4A2"
4.90530276188334e-11,0.366326961757997,0.5,0.151,1.14563346003786e-06,"CNTNAP1"
4.90839686511486e-11,-1.26757132911119,0.271,0.752,1.14635608784757e-06,"PALMD"
4.99673525297062e-11,0.534841020924668,0.542,0.185,1.16698751833129e-06,"SYT7"
5.00450988112556e-11,0.529232947512885,0.354,0.078,1.16880328273687e-06,"IL12RB1"
5.00481156127213e-11,-0.817784202398941,0.25,0.832,1.16887374013511e-06,"RPS21"
5.00817949082608e-11,0.903356300553084,0.208,0.024,1.16966032008243e-06,"C4orf44"
5.03919422204538e-11,0.422701090738037,0.25,0.036,1.1769038105587e-06,"DPEP3"
5.0415997459813e-11,-0.997945760014087,0.396,0.91,1.17746562067393e-06,"CAPNS1"
5.07650617448267e-11,0.40046778693969,0.292,0.049,1.18561801705043e-06,"ZBTB8B"
5.10805411801234e-11,0.193642518602806,0.375,0.083,1.19298603926178e-06,"TMC8"
5.12160536309537e-11,0.58598088756872,0.375,0.088,1.19615093255092e-06,"HCN4"
5.22212798638917e-11,0.481900689330067,0.562,0.2,1.21962799122119e-06,"MYO7A"
5.23450541792717e-11,-1.87785085114407,0.312,0.776,1.22251874035689e-06,"SRGN"
5.58725086317455e-11,-1.78130617621734,0.271,0.696,1.30490243909442e-06,"HLA-DRB1"
5.59104285577064e-11,0.946948123765806,0.667,0.321,1.30578805896523e-06,"PAPPA"
5.66446036231443e-11,0.16688605973217,0.375,0.088,1.32293471761853e-06,"SLC7A11"
5.86160839919774e-11,0.674704448670894,0.354,0.08,1.36897864163263e-06,"RASAL1"
5.86326443881322e-11,1.00347807540853,0.354,0.078,1.36936540968483e-06,"ADTRP"
5.86811692812329e-11,0.905724708440551,0.292,0.051,1.37049870856319e-06,"SLC45A3"
5.8762220246331e-11,1.03482217701307,0.521,0.175,1.37239165385306e-06,"HTR4"
5.90778290784077e-11,0.312585086251781,0.354,0.076,1.37976269812621e-06,"LRRC15"
5.90868971851787e-11,-1.43953290751468,0.146,0.671,1.37997448375985e-06,"PRDX3"
5.94334228215638e-11,0.231447449663905,0.312,0.056,1.38806758999762e-06,"CCDC114"
6.01677703755772e-11,0.25034549950181,0.375,0.088,1.40521827712161e-06,"PITPNM3"
6.12669284580136e-11,0.466384267238394,0.312,0.058,1.43088911413691e-06,"FGFBP3"
6.14585438585868e-11,0.442473593859618,0.167,0.014,1.43536429181729e-06,"CCR4"
6.16382117284709e-11,0.234525678524258,0.438,0.122,1.43956043491844e-06,"DLGAP2"
6.32495974212965e-11,1.01138430503572,0.333,0.066,1.47719434777438e-06,"RTP1"
6.34960495412042e-11,0.427935009831235,0.708,0.355,1.48295023703482e-06,"LPHN1"
6.38970179694506e-11,-0.979664355229506,0.5,0.878,1.49231485467652e-06,"ANAPC16"
6.42052062191129e-11,0.43773644493461,0.208,0.024,1.49951259124738e-06,"GCET2"
6.51412409417062e-11,0.403926421918751,0.458,0.139,1.52137368219355e-06,"OTOF"
6.52330604261605e-11,0.594510974690336,0.896,0.606,1.52351812625298e-06,"SH3BP2"
6.56119126070607e-11,0.455285755538075,0.292,0.051,1.5323662189379e-06,"PP14571"
6.61478053201442e-11,-1.37652833061139,0.146,0.688,1.54488199325197e-06,"WDR83OS"
6.61609090384116e-11,0.854663506191515,0.354,0.081,1.5451880305921e-06,"KLHDC7A"
6.63144257323271e-11,0.601437209397011,0.271,0.044,1.5487734129785e-06,"TJP3"
6.63607707464091e-11,0.391748833862404,0.208,0.024,1.54985580078238e-06,"GSTTP2"
6.65072985579525e-11,0.544791632057575,0.625,0.27,1.55327795782098e-06,"NLN"
7.00937413699024e-11,0.210997413924826,0.625,0.267,1.63703932969407e-06,"FRAS1"
7.02053046053713e-11,-0.61675660515854,0.333,0.881,1.63964488905845e-06,"LMOD2"
7.0343223903179e-11,0.339868506132766,0.521,0.178,1.64286599425874e-06,"RAB11FIP4"
7.31400061507946e-11,0.122718894816124,0.438,0.126,1.70818484365181e-06,"ARGFX"
7.35284270160229e-11,2.06447168285341,0.312,0.061,1.71725641295922e-06,"RPL29P2"
7.35630210049266e-11,-1.06709833064538,0.5,0.895,1.71806435557006e-06,"CTNNB1"
7.37924754593579e-11,-0.802640711799855,0.271,0.806,1.7234232643533e-06,"S100A13"
7.39349914301673e-11,1.51536565373469,0.312,0.059,1.72675172485156e-06,"KCNS1"
7.51725063405856e-11,-1.65521183549618,0.208,0.693,1.75565388558438e-06,"SH3BGRL"
7.51760971783267e-11,0.709436482182877,0.292,0.051,1.75573774959982e-06,"TREH"
7.54563475045492e-11,0.453150712673116,0.438,0.129,1.76228299596875e-06,"DCDC5"
7.62104995260403e-11,0.851628193797593,0.562,0.214,1.77989621643067e-06,"ZNF501"
7.68556106864004e-11,-1.62824829171792,0.438,0.837,1.79496278758088e-06,"STOM"
7.74592816092218e-11,0.526095188003373,0.312,0.059,1.80906152198338e-06,"LIPG"
7.79458659303595e-11,0.391778063054872,0.646,0.26,1.82042569880355e-06,"TET3"
7.80128982854365e-11,0.891735123713685,0.292,0.051,1.82199123945637e-06,"TEX19"
7.8603142517067e-11,-4.07798908938901,0.083,0.62,1.8357763934861e-06,"HBA2"
7.9774384694538e-11,0.392826506846356,0.417,0.109,1.86313075454094e-06,"C1orf129"
8.25112378226188e-11,0.626928357407188,0.396,0.097,1.92704995934726e-06,"OGDHL"
8.30917288222454e-11,-1.44958163436053,0.333,0.817,1.94060732664354e-06,"GUK1"
8.39369393529975e-11,0.687062346192336,0.417,0.105,1.96034721858926e-06,"EPN3"
8.48620122407312e-11,1.44022768386229,0.5,0.165,1.98195229588228e-06,"RASL10B"
8.50140274603704e-11,0.338841958288748,0.521,0.177,1.98550261133695e-06,"POLQ"
8.52809505009371e-11,-1.47847358809051,0.083,0.632,1.99173659894939e-06,"VPS28"
8.61048280631408e-11,0.769592648973032,0.333,0.071,2.01097825941465e-06,"CASR"
8.62744853835197e-11,0.607496200775136,0.188,0.019,2.0149406061321e-06,"MRGPRE"
8.89912348063585e-11,-0.558495249011718,0.167,0.723,2.0783902889025e-06,"LDHA"
8.95015671664874e-11,-1.25108023183942,0.208,0.783,2.09030910117331e-06,"NEDD8"
8.96522081931932e-11,0.311058309881659,0.229,0.031,2.09382732235203e-06,"NOX5"
8.9800815789389e-11,0.473479913206977,0.479,0.154,2.09729805276118e-06,"HKDC1"
8.98363353734916e-11,0.317789234074687,0.5,0.151,2.0981276126479e-06,"FKBP10"
9.12249684186812e-11,0.348073030013915,0.854,0.538,2.1305591374183e-06,"CLASP1"
9.14138799217254e-11,0.375973245995017,0.458,0.124,2.1349711655719e-06,"WDR62"
9.22670434573621e-11,0.519779298061752,0.292,0.053,2.15489679994669e-06,"ADH4"
9.2377137021613e-11,0.628442412626506,0.375,0.085,2.15746803513977e-06,"RECQL4"
9.25736981898022e-11,0.429801242465722,0.521,0.161,2.16205872122283e-06,"FNDC1"
9.43980612234891e-11,-1.1522210504899,0.396,0.871,2.20466671987459e-06,"SLC9A3R2"
9.44461910318413e-11,0.754180149426205,0.521,0.194,2.20579079154865e-06,"GRIK2"
9.46421296947835e-11,-2.11526986492564,0.229,0.723,2.21036693902167e-06,"CD9"
9.58125981329456e-11,0.691512302881415,0.312,0.061,2.23770322939494e-06,"C21orf54"
9.63400035790437e-11,0.24255814129629,0.396,0.098,2.25002078358857e-06,"SCD"
9.98753568664954e-11,1.05747102081483,0.25,0.037,2.332588959617e-06,"EPS8L3"
1.00401166138329e-10,0.259890882983938,0.417,0.109,2.34486923516067e-06,"SLC12A3"
1.0105668877692e-10,-0.836163625895345,0.042,0.576,2.36017896638496e-06,"BRI3"
1.0323262017464e-10,0.848312669924214,0.5,0.166,2.41099784417873e-06,"SLX4"
1.04905017078387e-10,0.690514871851683,0.417,0.114,2.45005667386573e-06,"NELL1"
1.05025931264358e-10,0.111324070732704,0.188,0.019,2.45288062467909e-06,"GPR151"
1.05616068700104e-10,-1.50068654566057,0.271,0.725,2.46666328449093e-06,"LHFP"
1.05673828303109e-10,0.465240546414862,0.229,0.031,2.46801226001911e-06,"SAMD7"
1.06205339736869e-10,-0.656271212545969,0.188,0.776,2.48042570955458e-06,"H3F3C"
1.08343052530569e-10,0.192945431019872,0.104,0.003,2.53035199185144e-06,"FAM41C"
1.08343052530569e-10,0.255259407414526,0.104,0.003,2.53035199185144e-06,"LOC285103"
1.08509936314174e-10,1.3263445762329,0.375,0.09,2.53424956261753e-06,"ANKRD33"
1.09439271996393e-10,0.415136524918084,0.458,0.132,2.55595419747577e-06,"NPTX1"
1.09635945865342e-10,0.389625113424629,0.5,0.168,2.56054751568505e-06,"C4orf40"
1.10543284530256e-10,-1.26690820057717,0.312,0.761,2.58173841020412e-06,"ASAH1"
1.11622078169137e-10,1.10289415564037,0.104,0.003,2.6069336356402e-06,"PLA2G2E"
1.14325486451942e-10,-1.20455488718302,0.188,0.812,2.6700717360851e-06,"CRIP1"
1.15083388186856e-10,-2.10946089412011,0.062,0.589,2.68777253110401e-06,"NDUFA8"
1.15398018651551e-10,0.690925856430674,0.354,0.081,2.69512072560698e-06,"TAT"
1.16476556800278e-10,0.987300380411603,0.354,0.083,2.72030998407048e-06,"ALOX12B"
1.17770459918012e-10,-1.45261941983129,0.125,0.635,2.75052909138518e-06,"CLIC1"
1.1831317656895e-10,-1.33273924216778,0.438,0.834,2.76320423876782e-06,"CALCOCO2"
1.18323724739764e-10,-0.441685961009484,0.104,0.699,2.76345059129718e-06,"RPS12"
1.18354225752514e-10,1.57595204010573,0.438,0.122,2.76416294244997e-06,"DAND5"
1.18427878608062e-10,-1.28114759874578,0.271,0.835,2.7658831048913e-06,"TSC22D3"
1.18975013572634e-10,0.222845788307685,0.188,0.019,2.77866144198887e-06,"CALCA"
1.21494529896593e-10,0.166639366512571,0.562,0.205,2.83750474573494e-06,"XYLT1"
1.22052075929237e-10,1.50421625341361,0.104,0.003,2.85052623332732e-06,"BRS3"
1.22451979868283e-10,1.28881847974294,0.333,0.073,2.85986598982376e-06,"SUMO1P1"
1.23216143821013e-10,0.426818900722087,0.271,0.046,2.87771303893975e-06,"CHRNA6"
1.23393944288702e-10,0.493888456126844,0.396,0.097,2.88186556886263e-06,"GBP6"
1.2375681801408e-10,0.143013813217755,0.354,0.08,2.89034048471884e-06,"MYO3A"
1.24235281814206e-10,0.273295588112408,0.396,0.1,2.90151500677077e-06,"EFCAB5"
1.2458655853551e-10,0.283844142894719,0.25,0.037,2.90971907459682e-06,"LOC63930"
1.25868358230226e-10,-1.20911552386968,0.167,0.679,2.93965550646693e-06,"TMBIM4"
1.26347365939209e-10,0.831208218340825,0.229,0.031,2.95084273151024e-06,"TRPV5"
1.26705360754735e-10,0.353623175933823,0.729,0.336,2.95920370042683e-06,"NEDD4L"
1.27525097311082e-10,0.565247088049291,0.417,0.119,2.97834864770031e-06,"GSTA7P"
1.27639536969738e-10,-1.0181264642309,0.083,0.626,2.98102138592824e-06,"COPS6"
1.2929196725082e-10,-1.61372961947546,0.271,0.732,3.0196138951429e-06,"BTG2"
1.29611257305376e-10,0.83980287206059,0.625,0.253,3.02707091436706e-06,"LOC100507421"
1.30797762465769e-10,-1.21121807405989,0.042,0.567,3.05478174238803e-06,"LSM3"
1.32533029402142e-10,1.21603089307719,0.479,0.151,3.09530890168704e-06,"CCNF"
1.32578991851796e-10,0.56765163581778,0.146,0.01,3.09638235469871e-06,"DKFZP434H168"
1.3694845965476e-10,0.223445175458917,0.333,0.071,3.19843127523692e-06,"GRIN1"
1.38158666971733e-10,0.290624807372461,0.438,0.127,3.22669566712481e-06,"LRP8"
1.38670446375837e-10,0.530574969507425,0.562,0.212,3.23864827510768e-06,"FAXC"
1.38739252495936e-10,1.13542823135521,0.375,0.09,3.24025524204259e-06,"LOC100507299"
1.41039530049443e-10,0.11822831066907,0.521,0.177,3.29397822430474e-06,"ALG10B"
1.44579936301945e-10,0.325611568567785,0.271,0.044,3.37666441233193e-06,"LOC100128881"
1.50063861091476e-10,-1.23389556311617,0.333,0.812,3.50474147579142e-06,"TPM2"
1.52605216311327e-10,-0.812329300420793,0.25,0.766,3.56409482695103e-06,"MSN"
1.5321616309529e-10,-0.338740396907977,0.125,0.686,3.5783634890905e-06,"UBE2D3"
1.54492549952568e-10,0.271215752806873,0.146,0.01,3.60817350414223e-06,"C7orf61"
1.54620696687749e-10,0.995809482733783,0.354,0.078,3.61116637114238e-06,"GPRIN2"
1.55167714237221e-10,0.587818676774864,0.583,0.224,3.62394196601029e-06,"SLIT2"
1.55230380644949e-10,0.268884364403309,0.354,0.076,3.62540553996278e-06,"EPS8L2"
1.60822864149178e-10,0.975914218391939,0.458,0.143,3.75601799220406e-06,"MAMDC4"
1.60828950847619e-10,1.05671425122011,0.333,0.071,3.75616014704615e-06,"C9orf79"
1.63406248564689e-10,-2.10406746070424,0.021,0.535,3.81635293522832e-06,"MNF1"
1.6357620590709e-10,0.990454776968075,0.208,0.025,3.82032228896008e-06,"MADCAM1"
1.63881628605699e-10,0.544986066644538,0.396,0.104,3.8274554360861e-06,"LOC148709"
1.65564083885604e-10,-0.268067759549173,0.104,0.657,3.86674917914828e-06,"MORF4L1"
1.67802494759458e-10,1.18167910904542,0.396,0.107,3.91902726510713e-06,"MIP"
1.68515758434971e-10,0.833186363248052,0.312,0.065,3.93568553824874e-06,"CNBD1"
1.68846167619579e-10,1.37664786787163,0.208,0.025,3.94340224475527e-06,"C22orf15"
1.69524570217018e-10,0.324330773633312,0.521,0.187,3.95924633741845e-06,"EXPH5"
