"source","target","ligand","receptor","prob","pval","interaction_name","interaction_name_2","pathway_name","annotation","evidence"
"C5","C2","BMP7","BMPR1B_ACVR2A",6.29641925408329e-06,0,"BMP7_BMPR1B_ACVR2A","BMP7 - (BMPR1B+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C5","BMP7","BMPR1B_ACVR2A",0.000108913282797999,0,"BMP7_BMPR1B_ACVR2A","BMP7 - (BMPR1B+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C2","BMP7","BMPR1B_ACVR2B",5.60770332128913e-06,0,"BMP7_BMPR1B_ACVR2B","BMP7 - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C5","BMP7","BMPR1B_ACVR2B",6.57211257508282e-05,0,"BMP7_BMPR1B_ACVR2B","BMP7 - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C2","BMP7","BMPR1B_BMPR2",2.86487528342052e-05,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C5","BMP7","BMPR1B_BMPR2",0.000187711340751101,0,"BMP7_BMPR1B_BMPR2","BMP7 - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C3","BMP8A","ACVR1_ACVR2A",1.79366233332958e-05,0,"BMP8A_ACVR1_ACVR2A","BMP8A - (ACVR1+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C8","BMP8A","ACVR1_ACVR2A",3.01850333794163e-06,0,"BMP8A_ACVR1_ACVR2A","BMP8A - (ACVR1+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C3","BMP8A","ACVR1_ACVR2B",6.91713805112315e-06,0,"BMP8A_ACVR1_ACVR2B","BMP8A - (ACVR1+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C3","BMP8A","ACVR1_BMPR2",6.41479235249296e-05,0,"BMP8A_ACVR1_BMPR2","BMP8A - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C8","BMP8A","ACVR1_BMPR2",0.00010338766424058,0,"BMP8A_ACVR1_BMPR2","BMP8A - (ACVR1+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C2","BMP8A","BMPR1B_ACVR2A",6.34599205346179e-06,0,"BMP8A_BMPR1B_ACVR2A","BMP8A - (BMPR1B+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C5","BMP8A","BMPR1B_ACVR2A",0.000109770680340092,0,"BMP8A_BMPR1B_ACVR2A","BMP8A - (BMPR1B+ACVR2A)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C2","BMP8A","BMPR1B_ACVR2B",5.65185377273662e-06,0,"BMP8A_BMPR1B_ACVR2B","BMP8A - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C5","BMP8A","BMPR1B_ACVR2B",6.62385261032506e-05,0,"BMP8A_BMPR1B_ACVR2B","BMP8A - (BMPR1B+ACVR2B)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C2","BMP8A","BMPR1B_BMPR2",2.8874304138368e-05,0,"BMP8A_BMPR1B_BMPR2","BMP8A - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C5","BMP8A","BMPR1B_BMPR2",0.00018918893362015,0,"BMP8A_BMPR1B_BMPR2","BMP8A - (BMPR1B+BMPR2)","BMP","Secreted Signaling","KEGG: hsa04350; PMID:26893264"
"C5","C3","GDF11","TGFBR1_ACVR2A",6.38250328192504e-05,0,"GDF11_TGFBR1_ACVR2A","GDF11 - (TGFBR1+ACVR2A)","GDF","Secreted Signaling","KEGG: hsa04350"
"C7","C3","GDF11","TGFBR1_ACVR2A",1.95110232669834e-05,0.01,"GDF11_TGFBR1_ACVR2A","GDF11 - (TGFBR1+ACVR2A)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C4","GDF11","TGFBR1_ACVR2A",9.22428681951676e-05,0,"GDF11_TGFBR1_ACVR2A","GDF11 - (TGFBR1+ACVR2A)","GDF","Secreted Signaling","KEGG: hsa04350"
"C7","C4","GDF11","TGFBR1_ACVR2A",2.81987831622807e-05,0.01,"GDF11_TGFBR1_ACVR2A","GDF11 - (TGFBR1+ACVR2A)","GDF","Secreted Signaling","KEGG: hsa04350"
"C3","C5","GDF11","TGFBR1_ACVR2A",4.69995726384853e-06,0.02,"GDF11_TGFBR1_ACVR2A","GDF11 - (TGFBR1+ACVR2A)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C5","GDF11","TGFBR1_ACVR2A",0.00017999395025121,0,"GDF11_TGFBR1_ACVR2A","GDF11 - (TGFBR1+ACVR2A)","GDF","Secreted Signaling","KEGG: hsa04350"
"C7","C5","GDF11","TGFBR1_ACVR2A",5.50277734654517e-05,0,"GDF11_TGFBR1_ACVR2A","GDF11 - (TGFBR1+ACVR2A)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C8","GDF11","TGFBR1_ACVR2A",2.42474186105124e-05,0.01,"GDF11_TGFBR1_ACVR2A","GDF11 - (TGFBR1+ACVR2A)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C3","GDF11","TGFBR1_ACVR2B",2.46143780307554e-05,0,"GDF11_TGFBR1_ACVR2B","GDF11 - (TGFBR1+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C7","C3","GDF11","TGFBR1_ACVR2B",7.52429895186288e-06,0.02,"GDF11_TGFBR1_ACVR2B","GDF11 - (TGFBR1+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C4","GDF11","TGFBR1_ACVR2B",3.2329848265866e-05,0,"GDF11_TGFBR1_ACVR2B","GDF11 - (TGFBR1+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C7","C4","GDF11","TGFBR1_ACVR2B",9.88287196550582e-06,0.01,"GDF11_TGFBR1_ACVR2B","GDF11 - (TGFBR1+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C3","C5","GDF11","TGFBR1_ACVR2B",2.83595073571009e-06,0.04,"GDF11_TGFBR1_ACVR2B","GDF11 - (TGFBR1+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C5","GDF11","TGFBR1_ACVR2B",0.00010861576760307,0,"GDF11_TGFBR1_ACVR2B","GDF11 - (TGFBR1+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C7","C5","GDF11","TGFBR1_ACVR2B",3.32043805605548e-05,0,"GDF11_TGFBR1_ACVR2B","GDF11 - (TGFBR1+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C3","GDF11","ACVR1B_ACVR2B",2.50549750631133e-05,0,"GDF11_ACVR1B_ACVR2B","GDF11 - (ACVR1B+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C7","C3","GDF11","ACVR1B_ACVR2B",7.65898614391655e-06,0.01,"GDF11_ACVR1B_ACVR2B","GDF11 - (ACVR1B+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C4","GDF11","ACVR1B_ACVR2B",1.08293237300236e-05,0.01,"GDF11_ACVR1B_ACVR2B","GDF11 - (ACVR1B+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C3","C5","GDF11","ACVR1B_ACVR2B",2.78384706505784e-06,0.01,"GDF11_ACVR1B_ACVR2B","GDF11 - (ACVR1B+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C5","GDF11","ACVR1B_ACVR2B",0.000106620425275838,0,"GDF11_ACVR1B_ACVR2B","GDF11 - (ACVR1B+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C7","C5","GDF11","ACVR1B_ACVR2B",3.25943493238508e-05,0,"GDF11_ACVR1B_ACVR2B","GDF11 - (ACVR1B+ACVR2B)","GDF","Secreted Signaling","KEGG: hsa04350"
"C5","C5","GDNF","GFRA1_RET",7.57172620668299e-05,0,"GDNF_GFRA1","GDNF - GFRA1","GDNF","Secreted Signaling","PMID: 11544105"
"C7","C5","NRTN","GFRA2_RET",4.6299075984062e-05,0,"NRTN_GFRA2","NRTN - GFRA2","GDNF","Secreted Signaling","PMID: 11544106"
"C4","C3","INHBA","ACVR1B_ACVR2A",1.2830408590415e-05,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"C5","C3","INHBA","ACVR1B_ACVR2A",7.22592716127827e-05,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"C4","C4","INHBA","ACVR1B_ACVR2A",6.10211707744416e-06,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"C5","C4","INHBA","ACVR1B_ACVR2A",3.43674643222728e-05,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"C4","C5","INHBA","ACVR1B_ACVR2A",3.4217260817776e-05,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"C5","C5","INHBA","ACVR1B_ACVR2A",0.000192687203061794,0,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"C4","C8","INHBA","ACVR1B_ACVR2A",1.23065605349856e-06,0.01,"INHBA_ACVR1B_ACVR2A","INHBA - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04350"
"C4","C3","INHBA","ACVR1B_ACVR2B",4.9479431373381e-06,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"C5","C3","INHBA","ACVR1B_ACVR2B",2.78672447886608e-05,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"C4","C4","INHBA","ACVR1B_ACVR2B",2.13858789199978e-06,0.01,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"C5","C4","INHBA","ACVR1B_ACVR2B",1.20448729754886e-05,0.01,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"C4","C5","INHBA","ACVR1B_ACVR2B",2.06469171346936e-05,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"C5","C5","INHBA","ACVR1B_ACVR2B",0.000116276341505088,0,"INHBA_ACVR1B_ACVR2B","INHBA - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04351"
"C3","C3","INHBB","ACVR1B_ACVR2A",2.17930066799754e-05,0,"INHBB_ACVR1B_ACVR2A","INHBB - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04352"
"C6","C3","INHBB","ACVR1B_ACVR2A",3.46741938207568e-05,0,"INHBB_ACVR1B_ACVR2A","INHBB - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04352"
"C7","C3","INHBB","ACVR1B_ACVR2A",3.79460270715352e-05,0,"INHBB_ACVR1B_ACVR2A","INHBB - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04352"
"C3","C5","INHBB","ACVR1B_ACVR2A",5.81186089093064e-05,0,"INHBB_ACVR1B_ACVR2A","INHBB - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04352"
"C6","C5","INHBB","ACVR1B_ACVR2A",9.24687123455587e-05,0,"INHBB_ACVR1B_ACVR2A","INHBB - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04352"
"C7","C5","INHBB","ACVR1B_ACVR2A",0.00010119342748164,0,"INHBB_ACVR1B_ACVR2A","INHBB - (ACVR1B+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04352"
"C3","C3","INHBB","ACVR1B_ACVR2B",8.40434276403582e-06,0.03,"INHBB_ACVR1B_ACVR2B","INHBB - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04353"
"C6","C3","INHBB","ACVR1B_ACVR2B",1.33720014143279e-05,0.03,"INHBB_ACVR1B_ACVR2B","INHBB - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04353"
"C7","C3","INHBB","ACVR1B_ACVR2B",1.46338037522236e-05,0.02,"INHBB_ACVR1B_ACVR2B","INHBB - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04353"
"C3","C5","INHBB","ACVR1B_ACVR2B",3.50694846587453e-05,0,"INHBB_ACVR1B_ACVR2B","INHBB - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04353"
"C6","C5","INHBB","ACVR1B_ACVR2B",5.57975355471534e-05,0,"INHBB_ACVR1B_ACVR2B","INHBB - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04353"
"C7","C5","INHBB","ACVR1B_ACVR2B",6.10624247977837e-05,0,"INHBB_ACVR1B_ACVR2B","INHBB - (ACVR1B+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04353"
"C3","C5","INHBB","ACVR1C_ACVR2A",0.000110513995149849,0,"INHBB_ACVR1C_ACVR2A","INHBB - (ACVR1C+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04354"
"C6","C5","INHBB","ACVR1C_ACVR2A",0.000175826026524431,0,"INHBB_ACVR1C_ACVR2A","INHBB - (ACVR1C+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04354"
"C7","C5","INHBB","ACVR1C_ACVR2A",0.000192414224038031,0,"INHBB_ACVR1C_ACVR2A","INHBB - (ACVR1C+ACVR2A)","ACTIVIN","Secreted Signaling","KEGG: hsa04354"
"C3","C5","INHBB","ACVR1C_ACVR2B",6.66869195750947e-05,0,"INHBB_ACVR1C_ACVR2B","INHBB - (ACVR1C+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04355"
"C6","C5","INHBB","ACVR1C_ACVR2B",0.000106100642272468,0,"INHBB_ACVR1C_ACVR2B","INHBB - (ACVR1C+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04355"
"C7","C5","INHBB","ACVR1C_ACVR2B",0.000116111420737017,0,"INHBB_ACVR1C_ACVR2B","INHBB - (ACVR1C+ACVR2B)","ACTIVIN","Secreted Signaling","KEGG: hsa04355"
"C5","C2","Inhibin A","ACVR2A",1.86817445243451e-05,0,"INHABA_ACVR2A","INHABA - ACVR2A","ACTIVIN","Secreted Signaling","PMID: 15027884"
"C5","C3","Inhibin A","ACVR2A",0.000102749975719344,0,"INHABA_ACVR2A","INHABA - ACVR2A","ACTIVIN","Secreted Signaling","PMID: 15027884"
"C5","C4","Inhibin A","ACVR2A",5.85663271088208e-05,0,"INHABA_ACVR2A","INHABA - ACVR2A","ACTIVIN","Secreted Signaling","PMID: 15027884"
"C5","C5","Inhibin A","ACVR2A",0.000288632372245476,0,"INHABA_ACVR2A","INHABA - ACVR2A","ACTIVIN","Secreted Signaling","PMID: 15027884"
"C5","C8","Inhibin A","ACVR2A",2.73321908341942e-06,0,"INHABA_ACVR2A","INHABA - ACVR2A","ACTIVIN","Secreted Signaling","PMID: 15027884"
"C5","C5","WNT1","FZD10_LRP5",6.1992992271842e-05,0,"WNT1_FZD10_LRP5","WNT1 - (FZD10+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C2","WNT1","FZD3_LRP5",1.49788638118284e-05,0,"WNT1_FZD3_LRP5","WNT1 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT1","FZD3_LRP5",1.49641507843046e-05,0,"WNT1_FZD3_LRP5","WNT1 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT1","FZD3_LRP5",1.2242934582526e-05,0,"WNT1_FZD3_LRP5","WNT1 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT1","FZD3_LRP5",0.000151335408902877,0,"WNT1_FZD3_LRP5","WNT1 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C2","WNT1","FZD4_LRP5",7.37418393674152e-05,0,"WNT1_FZD4_LRP5","WNT1 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT1","FZD4_LRP5",0.00014286951918658,0,"WNT1_FZD4_LRP5","WNT1 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT1","FZD4_LRP5",6.31386167322267e-05,0,"WNT1_FZD4_LRP5","WNT1 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT1","FZD4_LRP5",7.45305067870501e-05,0,"WNT1_FZD4_LRP5","WNT1 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT1","FZD4_LRP5",0.000287693600130614,0,"WNT1_FZD4_LRP5","WNT1 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT1","FZD5_LRP5",0.000103376114918446,0,"WNT1_FZD5_LRP5","WNT1 - (FZD5+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT1","FZD6_LRP5",6.8769079293213e-05,0,"WNT1_FZD6_LRP5","WNT1 - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT1","FZD6_LRP5",9.82913786020564e-06,0,"WNT1_FZD6_LRP5","WNT1 - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT1","FZD6_LRP5",0.000148982265390373,0,"WNT1_FZD6_LRP5","WNT1 - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT1","FZD7_LRP5",6.20078867105766e-05,0,"WNT1_FZD7_LRP5","WNT1 - (FZD7+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT1","FZD8_LRP5",5.42719286934437e-05,0,"WNT1_FZD8_LRP5","WNT1 - (FZD8+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT10B","FZD10_LRP5",3.61264953670247e-05,0,"WNT10B_FZD10_LRP5","WNT10B - (FZD10+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C2","WNT10B","FZD3_LRP5",8.72878117565232e-06,0,"WNT10B_FZD3_LRP5","WNT10B - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT10B","FZD3_LRP5",8.72022677421116e-06,0,"WNT10B_FZD3_LRP5","WNT10B - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT10B","FZD3_LRP5",7.13448318665243e-06,0,"WNT10B_FZD3_LRP5","WNT10B - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT10B","FZD3_LRP5",8.81945516383265e-05,0,"WNT10B_FZD3_LRP5","WNT10B - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C2","WNT10B","FZD4_LRP5",4.29738505311076e-05,0,"WNT10B_FZD4_LRP5","WNT10B - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT10B","FZD4_LRP5",8.32640431622755e-05,0,"WNT10B_FZD4_LRP5","WNT10B - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT10B","FZD4_LRP5",3.67957728562005e-05,0,"WNT10B_FZD4_LRP5","WNT10B - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT10B","FZD4_LRP5",4.34330001260813e-05,0,"WNT10B_FZD4_LRP5","WNT10B - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT10B","FZD4_LRP5",0.000167686073124639,0,"WNT10B_FZD4_LRP5","WNT10B - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT10B","FZD5_LRP5",6.02437174323447e-05,0,"WNT10B_FZD5_LRP5","WNT10B - (FZD5+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT10B","FZD6_LRP5",4.00762123023587e-05,0,"WNT10B_FZD6_LRP5","WNT10B - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT10B","FZD6_LRP5",5.72784410273298e-06,0,"WNT10B_FZD6_LRP5","WNT10B - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT10B","FZD6_LRP5",8.68270537944399e-05,0,"WNT10B_FZD6_LRP5","WNT10B - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT10B","FZD7_LRP5",3.613517536945e-05,0,"WNT10B_FZD7_LRP5","WNT10B - (FZD7+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT10B","FZD8_LRP5",3.16274468634566e-05,0,"WNT10B_FZD8_LRP5","WNT10B - (FZD8+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT4","FZD10_LRP5",1.9394238867233e-05,0,"WNT4_FZD10_LRP5","WNT4 - (FZD10+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C2","WNT4","FZD3_LRP5",4.68592157526584e-06,0,"WNT4_FZD3_LRP5","WNT4 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT4","FZD3_LRP5",4.68133602670183e-06,0,"WNT4_FZD3_LRP5","WNT4 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT4","FZD3_LRP5",3.83005832657317e-06,0,"WNT4_FZD3_LRP5","WNT4 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT4","FZD3_LRP5",4.73478527358746e-05,0,"WNT4_FZD3_LRP5","WNT4 - (FZD3+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C2","WNT4","FZD4_LRP5",2.30704332077718e-05,0,"WNT4_FZD4_LRP5","WNT4 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT4","FZD4_LRP5",4.47019879996616e-05,0,"WNT4_FZD4_LRP5","WNT4 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT4","FZD4_LRP5",1.97541131599871e-05,0,"WNT4_FZD4_LRP5","WNT4 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT4","FZD4_LRP5",2.3316768878298e-05,0,"WNT4_FZD4_LRP5","WNT4 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT4","FZD4_LRP5",9.0032220878102e-05,0,"WNT4_FZD4_LRP5","WNT4 - (FZD4+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT4","FZD5_LRP5",3.23417901151685e-05,0,"WNT4_FZD5_LRP5","WNT4 - (FZD5+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT4","FZD6_LRP5",2.1514942551698e-05,0,"WNT4_FZD6_LRP5","WNT4 - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT4","FZD6_LRP5",3.07491605580519e-06,0,"WNT4_FZD6_LRP5","WNT4 - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT4","FZD6_LRP5",4.66150414804867e-05,0,"WNT4_FZD6_LRP5","WNT4 - (FZD6+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT4","FZD7_LRP5",1.93988987481759e-05,0,"WNT4_FZD7_LRP5","WNT4 - (FZD7+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C8","WNT4","FZD8_LRP5",1.69791011063757e-05,0,"WNT4_FZD8_LRP5","WNT4 - (FZD8+LRP5)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT1","FZD1_LRP6",2.76198120709307e-05,0,"WNT1_FZD1_LRP6","WNT1 - (FZD1+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT1","FZD1_LRP6",0.000112054980088604,0,"WNT1_FZD1_LRP6","WNT1 - (FZD1+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT1","FZD10_LRP6",9.60425167285772e-05,0,"WNT1_FZD10_LRP6","WNT1 - (FZD10+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C2","WNT1","FZD3_LRP6",1.97710606793038e-05,0,"WNT1_FZD3_LRP6","WNT1 - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C3","WNT1","FZD3_LRP6",3.31341434690442e-05,0,"WNT1_FZD3_LRP6","WNT1 - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C4","WNT1","FZD3_LRP6",2.37563714953775e-05,0,"WNT1_FZD3_LRP6","WNT1 - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C5","WNT1","FZD3_LRP6",0.000234443304876727,0,"WNT1_FZD3_LRP6","WNT1 - (FZD3+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
"C5","C2","WNT1","FZD4_LRP6",9.73314349316863e-05,0,"WNT1_FZD4_LRP6","WNT1 - (FZD4+LRP6)","WNT","Secreted Signaling","KEGG: hsa04310; PMID: 23209147"
