"label","n","g","peak1","peak2","gap","sd","is_bimodal","zero_pct","mid_pct","all_or_none"
"GSE183852_CM_All",637,3,0.145869256634336,1.94067149184382,1.79480223520949,1.25452908921259,FALSE,18.3673469387755,73.469387755102,26.530612244898
