patient_group,region,n_CM,NDUFB7_mean,NDUFB7_median,NDUFB7_pct_positive
myogenic,CTRL,18310,0.10372957254798762,0.0,14.527580557072639
myogenic,FZ,2653,0.15006562442717455,0.0,24.538258575197887
myogenic,BZ,10594,0.10689214933961567,0.0,15.272795922220125
myogenic,RZ,23141,0.09279291040008489,0.0,12.48001382827017
ischemic,IZ,4866,0.0934572278040824,0.0,7.213316892725031
fibrotic,FZ,4946,0.09588490265589898,0.0,13.546300040436718
