NDUFB7
64
3
2
0
0
2
1
0
21
0
8
0
1
1
0
1
0
6
1
0
10
0
77
0
3
0
4
0
0
0
0
0
20
1
97
0
63
0
32
0
3
13
0
44
155
245
1
1
3
0
1
0
5
114
18
0
179
20
0
3
23
1
33
0
0
0
0
0
0
2
118
0
3
126
0
8
0
1
0
2
0
1
1
0
0
0
54
24
0
0
2
1
0
5
1
0
2
1
0
0
1
1
0
41
0
1
3
0
21
0
2
6
65
2
0
1
0
0
0
65
0
2
1
0
1
1
41
16
53
283
19
0
10
0
0
0
4
2
0
149
133
0
167
1
2
0
2
11
0
15
39
0
0
25
2
0
11
0
5
0
13
0
83
0
19
16
0
0
34
1
29
11
1
0
0
0
0
155
0
0
5
0
0
0
19
0
0
61
0
0
0
11
0
0
0
0
1
1
0
1
0
3
21
0
0
0
156
0
0
0
44
0
12
0
21
71
1
0
1
1
1
0
0
2
0
1
17
73
20
1
82
0
18
0
0
30
14
0
3
1
107
79
52
19
0
0
78
0
0
0
3
0
0
25
0
1
4
0
18
1
2
1
0
0
0
0
1
1
1
0
27
1
0
0
223
0
20
39
28
9
5
0
1
1
5
0
0
12
1
46
0
0
4
0
39
0
0
0
2
0
89
0
82
25
21
26
0
0
0
35
11
0
0
4
44
2
2
0
33
0
0
119
0
0
0
0
68
3
18
5
1
61
0
1
0
0
0
108
0
0
44
42
1
68
98
1
0
2
0
2
3
0
36
0
1
2
0
11
24
0
0
1
0
37
0
0
1
0
10
1
1
4
0
1
45
15
0
0
2
21
0
5
3
10
1
0
0
0
0
1
0
0
0
0
0
0
0
0
7
0
1
0
8
11
0
0
0
0
0
24
19
1
0
7
3
1
1
2
0
41
0
0
36
2
0
4
0
26
1
5
166
1
2
22
1
0
0
2
0
0
0
2
2
3
25
0
68
27
1
92
6
0
0
0
103
1
0
1
0
30
3
10
1
0
2
0
0
13
74
0
4
1
0
0
0
10
3
0
0
18
0
1
19
11
0
0
48
98
49
35
4
14
8
29
21
24
38
11
3
0
0
0
0
0
0
23
99
0
1
1
0
44
0
3
0
5
0
0
10
33
0
2
0
0
1
3
1
0
0
0
1
3
2
0
35
3
1
0
0
0
74
65
26
0
0
4
0
24
31
1
9
0
0
9
0
8
0
0
28
13
5
2
0
44
7
0
1
50
3
21
1
1
0
1
1
1
0
0
3
5
0
4
2
0
11
19
5
1
0
22
31
21
17
26
1
0
153
0
0
0
5
4
0
2
6
3
0
4
34
16
0
7
0
0
5
0
1
3
0
1
15
37
19
10
36
12
39
80
0
17
4
32
0
1
0
1
4
0
4
0
19
0
0
0
0
1
0
2
0
0
24
0
27
1
1
20
0
40
0
10
0
0
0
53
19
3
3
32
32
2
10
11
8
10
19
2
10
19
5
29
6
2
10
6
13
7
4
8
5
4
4
17
14
17
23
2
2
6
9
1
3
17
12
13
19
7
14
37
5
2
1
0
16
18
5
21
7
1
0
0
7
7
1
10
11
1
17
19
11
2
18
3
8
9
5
7
0
0
1
26
8
16
19
2
10
21
3
9
1
9
6
11
11
1
22
11
16
2
19
18
2
0
5
4
8
2
7
6
1
10
8
0
9
15
23
10
17
7
4
4
2
31
18
10
8
6
15
1
10
15
4
15
7
3
25
4
3
27
20
13
2
2
3
1
5
14
0
2
4
11
2
11
3
40
12
5
3
6
3
5
5
11
6
19
1
3
3
6
15
22
7
13
1
4
14
10
19
9
5
1
37
0
10
3
10
23
14
2
2
4
2
0
5
20
16
4
9
1
11
4
8
11
1
20
6
6
1
1
3
23
9
9
4
4
3
8
4
11
27
13
9
20
2
6
3
16
5
13
0
10
0
12
6
11
6
8
3
12
17
9
17
28
3
4
1
2
7
12
1
8
7
4
2
9
3
17
12
0
6
5
1
8
15
6
7
15
4
16
2
22
1
7
19
9
8
1
8
13
6
3
6
16
6
14
13
9
7
2
14
0
22
12
3
33
0
14
6
1
12
5
2
7
3
2
4
0
10
6
2
3
9
15
3
8
0
17
12
6
5
3
19
12
6
4
5
6
11
4
1
3
4
8
4
4
11
19
3
24
0
1
1
7
6
3
12
0
11
7
11
32
10
2
3
3
11
1
6
4
25
10
20
9
20
17
7
10
21
12
10
22
14
7
22
9
8
5
8
15
12
2
3
0
6
8
14
13
6
14
7
38
21
4
34
2
3
1
12
7
2
7
2
8
28
9
27
8
5
0
4
0
0
52
0
0
0
28
0
4
0
1
1
85
0
0
1
0
1
85
0
42
5
1
0
0
4
0
0
0
9
22
12
0
1
2
1
18
0
1
1
1
0
0
18
18
1
0
0
6
9
2
0
1
2
1
1
0
0
0
1
1
0
1
25
0
0
0
0
1
2
12
0
3
1
0
1
1
0
1
0
0
0
12
0
2
0
2
15
14
5
27
28
12
5
0
0
15
0
4
46
3
21
0
1
3
0
3
14
0
0
12
33
1
0
0
2
1
3
0
14
22
0
0
5
13
0
8
23
0
4
3
1
0
0
5
0
0
0
15
19
5
1
1
2
32
59
2
7
5
0
0
2
21
5
0
0
0
0
0
0
0
1
1
12
6
0
0
1
0
0
0
0
15
1
0
0
4
15
2
17
0
0
0
0
0
2
0
1
1
0
0
0
14
1
0
9
0
0
0
0
1
0
2
0
2
5
0
0
7
13
0
2
0
19
0
2
5
49
0
0
0
0
0
18
0
0
15
80
0
10
0
0
0
1
0
24
38
0
4
10
0
0
0
5
0
0
2
0
1
0
2
0
11
6
1
8
0
0
0
11
1
2
0
0
0
3
0
2
17
0
0
8
1
1
0
1
3
3
24
0
0
4
2
1
0
2
1
3
1
5
1
4
8
0
0
1
0
0
2
0
0
10
0
0
0
10
0
5
0
0
0
3
0
25
18
1
0
0
4
0
0
0
1
1
12
1
1
0
0
0
8
22
0
2
2
5
0
1
13
18
2
0
0
5
1
3
2
3
0
6
0
0
8
0
22
21
0
0
0
0
0
2
7
1
111
11
15
11
0
6
0
0
0
12
3
6
18
0
0
1
1
0
0
1
4
2
0
3
0
0
96
1
0
0
0
1
3
8
8
0
27
1
0
73
3
0
23
3
17
0
0
1
5
1
4
0
4
0
8
0
0
0
0
0
9
0
1
1
0
0
0
3
18
3
18
38
17
0
2
0
1
0
47
0
0
1
0
1
3
6
2
19
3
6
1
0
0
0
2
0
0
3
0
0
0
0
0
0
0
0
0
4
0
0
0
5
0
0
2
13
0
0
0
1
8
0
23
9
0
0
0
2
0
3
0
0
0
14
32
10
2
0
1
15
4
0
8
0
0
9
4
0
0
1
32
0
7
0
0
3
0
0
4
12
0
2
15
0
1
1
0
1
0
49
0
0
0
5
1
8
0
4
0
0
6
0
1
8
2
0
0
0
1
0
0
0
0
0
9
0
9
21
0
31
2
33
12
1
5
0
0
0
2
4
0
0
2
0
0
2
7
0
0
0
1
27
11
3
9
19
0
0
0
0
2
0
6
1
1
0
3
1
6
0
10
0
0
1
0
5
13
0
0
39
0
3
1
9
0
1
1
3
0
0
21
7
1
0
0
7
7
12
42
3
6
1
0
0
0
0
4
3
0
0
1
1
0
0
0
44
0
4
0
0
0
10
0
0
0
0
1
36
1
0
11
12
0
1
0
0
1
69
0
0
2
0
5
0
0
6
1
35
5
0
0
8
23
36
3
46
0
0
0
1
0
9
0
0
2
0
5
27
7
0
10
43
0
0
5
0
0
0
19
42
12
5
0
4
3
3
0
1
0
0
6
1
0
0
11
0
5
0
2
4
0
1
1
1
1
0
2
0
0
0
0
6
2
2
114
16
0
13
9
56
0
9
13
12
4
16
24
5
56
79
7
25
13
25
10
37
33
17
5
6
28
57
9
25
12
0
22
0
6
42
14
21
4
77
20
31
28
7
25
3
14
28
24
0
1
18
19
15
15
32
26
26
4
24
8
8
10
23
13
12
5
34
15
29
2
0
2
27
28
35
30
7
5
42
7
12
2
5
26
30
1
9
1
9
17
20
8
0
15
4
2
9
6
25
30
77
13
0
23
24
38
27
29
10
6
23
7
62
18
7
2
10
31
18
3
0
4
60
7
6
16
21
1
7
10
34
20
28
9
0
3
19
23
34
3
29
56
28
22
3
30
27
15
35
24
1
4
2
28
14
16
1
5
22
21
29
42
43
8
5
36
32
28
2
38
25
15
4
0
1
23
7
16
5
33
5
9
11
19
3
5
3
15
14
12
2
18
6
6
7
0
5
34
2
18
43
20
45
17
34
15
17
3
1
7
26
48
7
0
25
25
57
8
11
12
53
4
5
11
3
3
19
2
2
2
8
4
4
2
11
10
10
12
9
8
8
3
2
6
11
6
5
22
1
6
4
5
19
17
8
15
7
2
26
4
10
3
5
4
26
5
5
2
22
1
3
2
16
11
1
7
2
30
5
37
2
10
4
6
2
4
3
17
33
12
6
32
9
9
1
6
5
5
4
10
1
7
3
6
5
7
2
2
2
4
8
2
9
4
3
9
5
1
3
7
49
14
9
8
2
4
3
4
10
4
4
11
40
19
3
5
1
2
5
19
3
0
3
4
12
11
1
18
3
9
4
10
3
4
12
7
1
7
14
2
2
10
6
12
27
3
38
3
15
6
22
23
6
3
4
8
5
6
12
3
4
14
5
0
6
17
4
15
2
8
19
8
2
51
12
5
2
12
33
13
9
8
8
9
23
17
2
5
1
3
10
3
1
2
2
1
7
1
1
3
2
3
3
10
15
1
3
14
6
7
5
2
7
5
7
7
7
16
3
1
6
9
11
0
29
20
8
16
12
3
4
4
2
1
3
12
3
6
2
16
2
8
36
18
9
2
43
12
1
35
7
8
1
2
21
0
7
11
3
3
2
18
5
2
18
5
3
10
16
8
5
12
3
7
2
1
1
3
2
32
1
22
13
6
0
19
6
1
3
4
50
1
20
7
47
7
7
12
11
1
2
4
19
8
10
7
13
0
2
4
6
0
0
1
3
0
18
0
0
1
2
0
0
0
0
1
0
0
2
0
1
0
0
0
1
12
0
0
2
0
0
0
0
0
2
4
1
1
1
2
0
0
33
0
0
5
0
1
1
2
0
0
0
0
1
1
1
1
1
1
0
0
0
0
0
0
10
2
3
0
0
2
0
1
0
0
0
0
0
2
0
0
21
2
2
0
1
13
0
0
1
0
1
0
24
32
2
0
1
0
0
0
1
0
0
0
0
5
2
0
0
1
0
0
2
1
0
2
0
4
2
6
1
4
0
0
0
0
0
0
3
3
3
0
6
2
0
0
1
0
0
2
0
2
0
19
2
0
0
1
2
0
1
0
1
1
0
1
0
0
28
0
0
1
0
0
0
1
0
1
2
1
0
0
0
4
2
1
2
0
2
11
1
4
0
2
1
1
0
0
0
1
1
0
1
3
0
1
1
0
2
0
2
1
0
0
2
1
2
15
0
2
0
0
4
0
0
2
3
0
0
3
0
2
0
1
0
2
0
6
20
1
1
6
1
0
2
38
1
4
2
0
0
0
1
0
0
2
2
1
2
2
2
2
1
1
0
1
0
0
1
2
2
0
0
0
14
12
1
2
0
0
3
0
6
0
0
0
0
0
2
4
1
0
0
0
1
1
0
0
6
1
1
0
2
13
5
2
0
1
27
3
1
2
0
32
4
2
3
15
19
5
9
1
1
10
2
1
8
2
2
10
4
310
43
1
4
9
6
2
18
13
2
1
2
138
1
4
0
2
9
0
265
1
5
0
1
8
8
0
2
1
0
2
7
3
8
3
0
10
11
3
0
1
1
8
2
7
0
4
6
5
0
1
6
1
0
1
2
2
0
0
3
4
4
0
21
2
1
4
10
0
8
7
1
1
4
20
17
6
12
0
3
9
2
2
2
12
4
0
0
6
1
3
9
56
1
5
9
6
3
1
8
2
4
4
7
9
0
8
4
13
2
35
3
14
6
8
0
14
1
6
17
4
0
0
5
1
1
2
8
10
3
0
3
18
4
11
6
10
1
0
5
0
10
1
1
1
15
5
1
3
9
0
4
1
9
1
3
4
9
3
0
4
3
3
0
6
1
6
0
1
5
16
2
3
0
0
0
5
2
1
18
7
1
105
12
1
4
20
19
29
2
1
0
36
10
13
5
13
6
23
0
70
41
5
84
5
4
3
39
8
8
16
0
2
2
23
1
0
9
0
2
1
0
0
4
1
10
2
24
16
7
0
24
6
3
8
20
25
10
2
3
10
5
4
3
8
3
0
12
7
8
2
7
0
0
0
2
5
4
0
1
5
2
9
0
0
0
2
0
4
3
18
1
0
6
13
190
11
1
8
5
6
4
12
1
1
30
0
20
2
0
251
28
1
1
1
12
3
2
2
9
0
12
6
0
0
8
0
1
4
3
0
8
3
9
18
2
11
1
9
2
6
1
6
3
4
7
1
22
1
1
3
7
4
1
0
2
4
7
7
10
25
35
24
6
20
4
2
9
2
6
0
19
9
17
23
0
16
8
1
7
2
39
105
0
7
0
0
29
15
1
1
27
17
6
5
1
5
14
1
0
0
9
5
0
1
1
3
0
18
18
5
3
0
15
120
2
1
0
0
3
10
1
20
2
27
26
13
12
29
4
10
2
1
1
0
18
15
21
0
7
23
15
3
0
5
6
2
0
1
7
18
0
17
13
0
12
11
21
31
4
24
13
0
8
4
2
21
12
6
17
6
2
14
10
17
3
2
14
4
23
16
19
1
11
32
17
28
13
8
46
15
9
9
6
2
0
3
19
2
7
15
12
3
15
0
16
28
17
41
29
6
7
2
1
14
2
20
18
43
17
13
0
2
74
20
14
31
18
43
9
8
12
9
54
1
30
9
8
0
17
6
2
10
25
5
0
5
11
29
7
39
16
2
11
6
8
26
3
1
37
6
7
6
2
20
13
23
23
18
1
22
19
8
33
6
1
2
10
15
17
6
35
11
4
31
13
2
24
2
20
9
1
33
23
2
81
96
3
15
1
1
9
81
4
2
7
8
9
11
7
0
38
1
7
1
3
6
16
28
31
9
7
39
18
30
2
4
5
16
17
1
32
25
7
50
58
7
13
44
31
0
2
11
69
10
22
18
22
12
0
3
11
15
3
70
1
1
26
3
14
5
3
4
43
22
2
23
1
5
6
3
1
22
22
2
100
52
38
31
2
3
5
152
29
24
1
2
8
30
9
23
4
1
1
10
0
0
50
15
21
1
1
2
