"source","target","pathway_name","prob","pval"
"C4","C7","SEMA3",8.91552312744224e-05,0.01
"C4","C7","THBS",0.0845819350386262,0.00375
"C4","C7","THY1",0.000147062502885024,0
"C4","C8","ACTIVIN",1.23065605349856e-06,0.01
"C4","C8","ANGPT",0.000671821516893453,0.01
"C4","C8","ANGPTL",0.00216511037565099,0
"C4","C8","APP",0.084656065641648,0
"C4","C8","BMP",0.000112022069536591,0.01
"C4","C8","CALCR",0.00224389840179216,0
"C4","C8","CD34",0.0849989966902675,0
"C4","C8","CD46",0.00450201366956648,0.02
"C4","C8","CDH5",0.0176260876034445,0.04
"C4","C8","CLDN",8.63141830190449e-05,0
"C4","C8","COLLAGEN",0.173373155870801,0.000588235294117647
"C4","C8","EPHA",0.0131510262801535,0
"C4","C8","EPHB",0.00542214301870119,0.0133333333333333
"C4","C8","ESAM",0.0393318789806967,0.02
"C4","C8","FN1",0.0276601500043778,0
"C4","C8","HGF",4.01200217507843e-05,0
"C4","C8","IGF",0.00073263927884889,0
"C4","C8","IL1",0.000117185805912404,0.04
"C4","C8","ITGB2",0.00161768812612787,0
"C4","C8","JAM",0.0108493895565628,0.01
"C4","C8","LAMININ",0.14183332573725,0.00535714285714286
"C4","C8","MK",0.00327546456725888,0
"C4","C8","NPR1",0.0115250930996334,0.02
"C4","C8","PECAM1",0.0530000270766028,0
"C4","C8","PERIOSTIN",0.00032991061747799,0.04
"C4","C8","PTN",0.00280392921529299,0
"C4","C8","PTPRM",0.00609859981648367,0
"C4","C8","SEMA3",0.00230192982488072,0.000714285714285714
"C4","C8","TENASCIN",0.00012822430786398,0
"C4","C8","TGFb",0.00236971020302035,0.0025
"C4","C8","THBS",0.1399791951178,0.0025
"C4","C8","TRAIL",0.00318125440134227,0.01
"C4","C8","TWEAK",0.00160003757779626,0
"C4","C8","VCAM",0.00227976729046516,0
"C4","C8","VEGF",0.0295194518119408,0.01
"C4","C8","VISFATIN",0.00133555411437892,0
"C4","C8","ncWNT",1.62212518036232e-06,0.03
"C5","C2","ACTIVIN",1.86817445243451e-05,0
"C5","C2","AGRN",0.000132132661840505,0.03
"C5","C2","ANGPT",0.000544989962506824,0
"C5","C2","BMP",0.000240533939718507,0
"C5","C2","CADM",0.00011790146186072,0
"C5","C2","CD22",4.72286379484813e-06,0
"C5","C2","CD96",3.54615719213695e-05,0
"C5","C2","COLLAGEN",0.00261314087916038,0.00217391304347826
"C5","C2","EDN",0.000246061295232113,0
"C5","C2","EGF",0.0104590405494477,0
"C5","C2","EPHA",0.000337651879549115,0
"C5","C2","EPHB",0.000229726180805114,0
"C5","C2","FGF",0.000757296873263545,0
"C5","C2","IGF",5.09216253607732e-05,0
"C5","C2","LAMININ",0.00865360925551598,0.00142857142857143
"C5","C2","LIFR",0.000587176847445681,0
"C5","C2","NCAM",0.00126079923128405,0
"C5","C2","NOTCH",0.001154295822076,0.04
"C5","C2","NRG",0.000120121065534793,0
"C5","C2","NRXN",7.43235176562051e-05,0
"C5","C2","PACAP",2.31697190553108e-05,0
"C5","C2","PARs",7.86343262161106e-05,0
"C5","C2","PDGF",0.00135057932729202,0.00666666666666667
"C5","C2","SEMA3",0.00253120319435915,0.000714285714285714
"C5","C2","SEMA4",0.000299737194538953,0
"C5","C2","SEMA5",4.09762900358672e-05,0.01
"C5","C2","SEMA6",0.000534792775166731,0.01
"C5","C2","SEMA7",0.000588507089965195,0
"C5","C2","TENASCIN",0.000950327071224801,0
"C5","C2","THBS",0.000693728433440846,0.03
"C5","C2","WNT",0.000390161738357539,0
"C5","C2","ncWNT",0.00270684982206509,0
"C5","C3","ACTIVIN",0.000202876492120788,0
"C5","C3","AGRN",0.000310426720264256,0
"C5","C3","ANGPT",0.00431341571627913,0.00333333333333333
"C5","C3","BMP",0.000523748575747239,0
"C5","C3","BTLA",0.000279893865470661,0
"C5","C3","CADM",5.24862361221722e-05,0
"C5","C3","CD22",4.80276599544465e-06,0
"C5","C3","CD39",7.33797671831647e-06,0
"C5","C3","CD96",5.02958773546946e-05,0
"C5","C3","COLLAGEN",0.0145029451626395,0.00387096774193548
