sample,group,n_spots,n_expressing,pct_expressing,NDUFB7_mean_all,NDUFB7_mean_expr,NDUFB7_median
GSM6613090_V_Human_STEMI,MI_d7,1551,746,48.098001289490654,0.8742746710777283,1.8176944255828857,1.0
