probe_id,gene_symbol,ID_REF,GSM1379812,GSM1379813,GSM1379814,GSM1379815,GSM1379816,GSM1379817,GSM1379818,GSM1379819,GSM1379820,GSM1379821,GSM1379822,GSM1379823,GSM1379824,GSM1379825,GSM1379826,GSM1379827,GSM1379828,GSM1379829,GSM1379830,GSM1379831,GSM1379832,GSM1379833,GSM1379834,GSM1379835,GSM1379836,GSM1379837,GSM1379838,GSM1379839,GSM1379840,GSM1379841,GSM1379842,GSM1379843,GSM1379844,GSM1379845,GSM1379846,GSM1379847,GSM1379848,GSM1379849,GSM1379850,GSM1379851,GSM1379852,GSM1379853,GSM1379854,GSM1379855,GSM1379856,GSM1379857,GSM1379858,GSM1379859,GSM1379860,GSM1379861,GSM1379862,GSM1379863,GSM1379864,GSM1379865,GSM1379866,GSM1379867,GSM1379868,GSM1379869,GSM1379870,GSM1379871,GSM1379872,GSM1379873,GSM1379874,GSM1379875,GSM1379876,GSM1379877,GSM1379878,GSM1379879,GSM1379880,GSM1379881,GSM1379882,GSM1379883,GSM1379884,GSM1379885,GSM1379886,GSM1379887,GSM1379888,GSM1379889,GSM1379890,GSM1379891,GSM1379892,GSM1379893,GSM1379894,GSM1379895,GSM1379896,GSM1379897,GSM1379898,GSM1379899,GSM1379900,GSM1379901,GSM1379902,GSM1379903,GSM1379904,GSM1379905,GSM1379906,GSM1379907,GSM1379908,GSM1379909,GSM1379910,GSM1379911,GSM1379912,GSM1379913,GSM1379914,GSM1379915,GSM1379916,GSM1379917,GSM1379918,GSM1379919,GSM1379920,GSM1379921,GSM1379922,GSM1379923,GSM1379924,GSM1379925,GSM1379926,GSM1379927,GSM1379928,GSM1379929,GSM1379930,GSM1379931,GSM1379932,GSM1379933,GSM1379934,GSM1379935,GSM1379936,GSM1379937,GSM1379938,GSM1379939,GSM1379940,GSM1379941,GSM1379942,GSM1379943,GSM1379944,GSM1379945,GSM1379946,GSM1379947,GSM1379948,GSM1379949,GSM1379950,GSM1379951,GSM1379952,GSM1379953,GSM1379954,GSM1379955,GSM1379956,GSM1379957,GSM1379958,GSM1379959,GSM1379960,GSM1379961,GSM1379962,GSM1379963,GSM1379964,GSM1379965,GSM1379966,GSM1379967,GSM1379968,GSM1379969,GSM1379970,GSM1379971,GSM1379972,GSM1379973,GSM1379974,GSM1379975,GSM1379976,GSM1379977,GSM1379978,GSM1379979,GSM1379980,GSM1379981,GSM1379982,GSM1379983,GSM1379984,GSM1379985,GSM1379986,GSM1379987,GSM1379988,GSM1379989,GSM1379990,GSM1379991,GSM1379992,GSM1379993,GSM1379994,GSM1379995,GSM1379996,GSM1379997,GSM1379998,GSM1379999,GSM1380000,GSM1380001,GSM1380002,GSM1380003,GSM1380004,GSM1380005,GSM1380006,GSM1380007,GSM1380008,GSM1380009,GSM1380010,GSM1380011,GSM1380012,GSM1380013,GSM1380014,GSM1380015,GSM1380016,GSM1380017,GSM1380018,GSM1380019,GSM1380020,GSM1380021,GSM1380022,GSM1380023,GSM1380024,GSM1380025,GSM1380026,GSM1380027,GSM1380028,GSM1380029,GSM1380030,GSM1380031,GSM1380032,GSM1380033,GSM1380034,GSM1380035,GSM1380036,GSM1380037,GSM1380038,GSM1380039,GSM1380040,GSM1380041,GSM1380042,GSM1380043,GSM1380044,GSM1380045,GSM1380046,GSM1380047,GSM1380048,GSM1380049,GSM1380050,GSM1380051,GSM1380052,GSM1380053,GSM1380054,GSM1380055,GSM1380056,GSM1380057,GSM1380058,GSM1380059,GSM1380060,GSM1380061,GSM1380062,GSM1380063,GSM1380064,GSM1380065,GSM1380066,GSM1380067,GSM1380068,GSM1380069,GSM1380070,GSM1380071,GSM1380072,GSM1380073,GSM1380074,GSM1380075,GSM1380076,GSM1380077,GSM1380078,GSM1380079,GSM1380080,GSM1380081,GSM1380082,GSM1380083,GSM1380084,GSM1380085,GSM1380086,GSM1380087,GSM1380088,GSM1380089,GSM1380090,GSM1380091,GSM1380092,GSM1380093,GSM1380094,GSM1380095,GSM1380096,GSM1380097,GSM1380098,GSM1380099,GSM1380100,GSM1380101,GSM1380102,GSM1380103,GSM1380104,GSM1380105,GSM1380106,GSM1380107,GSM1380108,GSM1380109,GSM1380110,GSM1380111,GSM1380112,GSM1380113,GSM1380114,GSM1380115,GSM1380116,GSM1380117,GSM1380118,GSM1380119,GSM1380120,GSM1380121,GSM1380122,GSM1380123,GSM1380124
8034843,NDUFB7,8034843,8.305759761,7.895386772,7.914185696,6.616121839,7.499801231,7.74735325,8.053722215,7.960013901,8.328664285,8.154379621,7.56551103,7.970809652,8.304608727,7.839760557,7.665980597,7.792252562,8.017981161,7.601362394,7.841751165,8.445401561,8.367818178,7.986365169,7.94371865,8.164917825,7.737383099,8.113795529,8.015121329,7.80182218,7.693319367,7.904527183,7.907928682,7.982108906,8.308319668,8.164324724,7.913709637,7.415593227,8.016793113,7.875747018,7.931202334,8.132778538,8.180927612,7.975618283,8.13909509,7.446620966,7.905127761,7.839261394,7.449506683,7.670278325,7.962022731,7.703957983,7.593502975,8.179840549,7.777795756,7.659384516,8.018087022,8.580296555,8.019673419,8.025978379,7.808124954,8.101373182,8.07720696,8.021896703,7.774385882,8.238325446,7.894371193,7.703613538,7.991050686,8.055956537,8.157123992,7.926069023,7.565125313,8.049711973,7.541784088,8.459272675,7.733072719,7.178599669,7.882360804,8.106700226,8.036137051,7.854864315,7.841961409,8.085587299,8.011436693,7.719382761,8.010474523,7.554012298,8.501090856,7.770275949,8.255160722,7.468156497,8.030200027,7.861904789,7.482992002,7.882216078,7.785458036,7.738851599,7.932681259,7.799548852,8.100235127,7.390739695,7.818828977,7.896867915,7.860270131,7.89850053,8.250565377,7.648051711,7.703913315,7.596121143,7.727329951,7.574861809,7.986628193,7.569565462,8.226492534,7.523125606,7.783259345,7.460259529,7.804816764,8.097997327,8.373490224,7.716849841,7.71732732,7.702231998,7.851637036,7.690254651,8.003913225,7.722333322,7.350713899,7.80719251,7.973474957,8.07672462,7.721752847,8.035669065,7.768467391,7.845508467,7.637357217,7.876690304,7.502120291,7.728536888,8.036186524,7.247095259,7.389131197,7.971769722,7.756020644,8.258996362,7.848080535,7.885349638,8.087557817,8.049895897,8.018842914,8.102716313,7.652074409,8.0068001,8.192246877,7.832813787,7.97878612,7.95032662,7.808672929,7.568482921,7.763784629,7.966256628,7.774465521,7.763206619,7.500313642,8.213261211,7.81955107,7.821557468,8.05408849,8.048015947,7.740059614,8.255381264,7.674575968,7.569483498,7.941136572,7.394810167,8.05204321,7.920963651,8.030584084,8.107653439,7.930569726,7.835841741,7.808061577,7.151467994,7.771603158,7.802796258,7.587104844,7.837534549,7.873661979,7.805986765,8.08970196,7.870877563,8.167888819,8.484510115,8.203569765,8.195339755,8.026328573,7.845592142,7.847591755,7.923462649,7.701587391,7.538065287,7.554433701,7.293804848,7.893386871,8.391744458,8.383937923,7.807816167,7.312233511,7.91379417,8.098520141,7.865562236,7.981365211,7.847506237,8.311739314,7.99365409,8.393864701,8.089699734,7.959872586,8.02498007,8.063207215,8.073328275,8.260458082,8.003495165,7.703373432,7.972702982,7.765652436,7.789730704,7.844304361,8.144444179,8.132376841,7.387178194,8.07140952,7.631532855,7.761470868,7.939197362,7.656191093,7.954765574,8.52197086,8.113664001,8.417756623,7.510772817,8.083296167,7.931660916,8.018395674,8.171361302,8.118798845,8.073272004,7.421005992,8.091584384,7.695366224,7.978139652,7.998255288,7.750069518,7.81296798,8.228294683,7.871971046,7.812643289,7.974705445,7.383679778,7.702607137,7.926068825,7.88334492,7.924187137,7.55459431,8.149531908,8.33129684,7.701793494,7.708240536,8.181314765,7.968320802,7.92848399,7.747739868,8.100876243,8.04257549,8.046445775,7.955099346,7.525105239,8.041464632,7.762895032,7.877874576,8.106474212,7.68395919,7.866155584,7.961101321,7.711473358,8.489647609,7.726708424,8.008743406,7.9996977,8.004017659,7.799807421,8.392657824,7.824615746,7.997832069,7.981676567,7.88518799,7.950138855,7.743029366,7.985867615,7.818656711,7.558468754,7.683389261,7.813077478,8.225612082,7.451171555,7.317443243,7.26262266,7.549363157,7.950762833,7.923720177,8.17981331,7.618936207,7.569226864,7.96683502
