NCOA4,FTH1,LPCAT3,SAT1,GPX4,FTL,KEAP1,NDUFB7,NFE2L2,HMOX1,SLC7A11,ACSL4
9.677408610063898,8.735298449638979,9.160668474664536,3.3198009185367416,9.97171447791374,9.253419752284344,7.072351931396166,7.8869219704600635,8.71985167795527,5.711834866003195,3.1070591453833867,7.231463834367412
