"label","n","g","peak1","peak2","gap","is_bimodal","zero_pct","mid_pct","all_or_none"
"GSE106118_Embryo",4948,3,0.621399115702726,26.5211220661914,25.8997229504887,FALSE,14.0662894098626,77.303961196443,22.696038803557
