"avg_expression","1","2","3","4","5","6","7","8","9","10","11","cluster"
10.6806456990762,10.230963006383,10.1580089801492,8.66253568897988,2.24259235931861,10.6116310115691,9.03945529329636,13.3821372036545,2.21384997241988,8.24425677902271,6.83615427338345,6.1680133489612,"1"
