region,n_spots,ndufb7_raw_mean,ndufb7_raw_median,ndufb7_pct_positive,cm_score_mean,fb_score_mean,rho_ndufb7_cm,p_ndufb7_cm,rho_ndufb7_fb,p_ndufb7_fb,ndufb7_corrected_mean,ndufb7_corrected_median
FZ,2410,0.8576070826883377,0.0,40.16597510373444,2.3108776105599054,2.0712370042483252,0.3109244591208535,3.5770374477926045e-55,-0.08834822816346663,1.4028521772166399e-05,12.250313733666909,0.0
IZ,3771,1.0428437119087421,1.2595000251919202,64.86343145054362,3.0024623263871724,0.5634635920984149,0.07401661559392497,5.365051045568445e-06,0.023458362320522348,0.14979308952081266,0.35231107197941525,0.4062206141061372
CTRL,4269,1.867319193061199,2.037461855946067,88.61560084328882,4.139556415285465,0.8718633596324781,0.024931219355004978,0.10337193247894556,-0.03114134103228893,0.04189138064368032,0.4520727304996236,0.4918563449102934
