"Condition","CM_Score","Ferro_Score","OXPHOS","Ferro_Def","NDUFB7"
"Donor",1.07907506142137,0.0382624487120048,0.173286795139986,0.414151108298,0
"Donor",1.09799308234003,-0.252429361872657,0.173286795139986,0,2
"Donor",0.955808791335025,0.21399358144963,0.519860385419959,0.115524530093324,0
"Donor",0.419742096163144,0.53609032479635,0.346573590279973,0.462098120373297,0
"Donor",0.342730498585748,-0.235459688543111,0.173286795139986,0,0
"Donor",0.392856665950271,-0.218406504452327,0.519860385419959,0.115524530093324,0
"Donor",0.439972503279235,-0.21253544174923,0,0.115524530093324,0
"Donor",0.548656052248019,0.264079426880983,0.173286795139986,0.645200168484648,2
"Donor",1.18880727057666,-0.00997747815186917,0.519860385419959,0,0
"Donor",1.34508120683549,0.0319809248257381,0.519860385419959,0.115524530093324,0
"Donor",1.0802132078123,0.14746749490909,0.346573590279973,0.231049060186648,0
"Donor",1.61466734391228,-0.0750093077586962,0.693147180559945,0.231049060186648,0
"Donor",0.39797255138879,-0.175779044354229,0.274653072167027,0,0
"Donor",0.792375768827283,-0.0445739785573426,0.519860385419959,0.366204096222703,0
"Donor",0.708556197428213,0.0181485561690867,0.346573590279973,0.183102048111352,0
"Donor",1.55182958406971,-0.0910340841715686,0.274653072167027,0,0
"Donor",1.01776893876572,-0.0761288321116765,0.346573590279973,0.115524530093324,0
"Donor",0.523000842777679,0.0082695025827586,0.173286795139986,0.183102048111352,0
"DCM",0.692861707197494,0.151209560089828,0,0.231049060186648,0
"Donor",1.0647423376523,0.014633370657215,0.346573590279973,0.115524530093324,0
"Donor",1.15705570947375,0.341023982419223,0,0.183102048111352,1
"Donor",1.39273464554215,-0.036022183052657,0.447939867307014,0.183102048111352,1
"Donor",1.27074673545381,0.309512338546532,0.346573590279973,0.231049060186648,0
"Donor",0.986738085646526,-0.0550133334068518,0.173286795139986,0.115524530093324,0
"Donor",2.00538921532521,-0.0707179352165604,0.447939867307014,0.26823965207235,0
"Donor",0.613886709656242,-0.128198593688167,0.173286795139986,0,0
"Donor",0.152482171218368,0.0598334460434982,0.173286795139986,0.231049060186648,0
"Donor",0.356144673013444,0.288349023983004,0.346573590279973,0.462098120373297,0
"DCM",0.568597831410126,0.180557177808922,0.173286795139986,0.115524530093324,0
"Donor",1.14263496022666,0.133740205167438,0.693147180559945,0.115524530093324,0
"Donor",1.01209869821078,-0.0922808131249407,0.173286795139986,0.231049060186648,0
"Donor",1.32441089343709,-0.256422131143317,0.693147180559945,0.115524530093324,0
"Donor",0.804997831510735,-0.053273216811982,0.722592939474041,0,0
"Donor",1.33418419848119,0.018000116805124,0.173286795139986,0.115524530093324,1
"DCM",0.398080128491715,0.140204895116316,0,0,0
"Donor",0.851595043157751,-0.228492275124132,0.173286795139986,0.115524530093324,0
"Donor",0.827659377556258,0.000220353896368486,0.447939867307014,0,0
"Donor",0.712935390667827,-0.187461913401331,0.346573590279973,0,0
"Donor",1.50135817568921,0.0488076432305542,0.173286795139986,0.115524530093324,0
"Donor",0.445962320614381,0.442907503615332,0.173286795139986,0.414151108298,0
"Donor",0.448609062352755,0.200656858614314,0,0.231049060186648,0
"Donor",0.727884763372429,0.13009052608724,0.447939867307014,0.366204096222703,1
"Donor",0.804372332272076,0.0108534332348882,0.173286795139986,0.231049060186648,0
"DCM",1.03029158149143,-0.16330171799618,0.346573590279973,0.115524530093324,0
"Donor",0.449767268371866,-0.177394944995421,0,0.183102048111352,0
"Donor",1.39729650265929,0.252668228048427,0.447939867307014,0.231049060186648,0
"Donor",1.31184461145227,-0.148180788155029,0,0.231049060186648,0
"Donor",1.16598293669525,-0.28634818070677,0,0,0
"Donor",0.946472196347521,0.195589011980652,0.346573590279973,0.115524530093324,0
