cell_id,ndufb7_expression,cell_type
SC_96337_2_44,179,N_LA_NCM
SC_96337_26_29,0,N_LA_CM
SC_96337_37_28,253,N_LA_CM
SC_96337_4_8,5,N_LA_CM
SC_96337_41_8,5,N_LA_CM
SC_96337_8_16,5,N_LA_NCM
SC_96337_37_33,85,N_LA_CM
SC_96337_58_10,0,N_LA_CM
SC_96337_6_9,16,N_LA_CM
SC_96337_7_24,6,N_LA_CM
SC_96337_60_54,0,N_LA_CM
SC_96337_19_45,5,N_LA_NCM
SC_96337_8_40,56,N_LA_NCM
SC_96337_44_33,18,N_LA_CM
SC_96337_7_2,77,N_LA_CM
SC_96337_8_7,44,N_LA_CM
SC_96337_1_23,7,N_LA_NCM
SC_96337_25_65,1,N_LA_NCM
SC_96337_39_56,1,N_LA_CM
SC_96337_55_9,1,N_LA_CM
SC_96337_24_66,2,N_LA_NCM
SC_96337_0_10,24,N_LA_CM
SC_96337_3_17,16,N_LA_NCM
SC_96337_39_36,10,N_LA_NCM
SC_96337_3_65,0,N_LA_NCM
SC_96337_42_16,8,N_LA_NCM
SC_96337_39_18,76,N_LA_NCM
SC_96337_43_26,11,N_LA_CM
SC_96337_7_23,13,N_LA_NCM
SC_96337_7_68,0,N_LA_NCM
SC_96337_20_55,0,N_LA_CM
SC_96337_4_51,1,N_LA_CM
SC_96337_44_38,1,N_LA_NCM
SC_96337_6_11,76,N_LA_CM
SC_96337_37_49,6,N_LA_CM
SC_96337_1_2,31,N_LA_CM
SC_96337_8_71,0,N_LA_NCM
SC_96337_25_44,2,N_LA_NCM
SC_96337_1_53,30,N_LA_CM
SC_96337_43_29,18,N_LA_CM
SC_96337_6_35,4,N_LA_CM
SC_96337_5_62,0,N_LA_NCM
SC_96337_7_4,10,N_LA_CM
SC_96337_44_64,0,N_LA_NCM
SC_96337_43_20,22,N_LA_NCM
SC_96337_24_36,0,N_LA_NCM
SC_96337_43_45,24,N_LA_NCM
SC_96337_37_53,0,N_LA_CM
SC_96337_39_53,3,N_LA_CM
SC_96337_43_15,61,N_LA_NCM
SC_96337_20_34,0,N_LA_CM
SC_96337_38_13,12,N_LA_NCM
SC_96337_57_52,0,N_LA_CM
SC_96337_7_12,47,N_LA_NCM
SC_96337_5_35,36,N_LA_CM
SC_96337_7_25,1,N_LA_CM
SC_96337_19_19,2,N_LA_NCM
SC_96337_7_71,2,N_LA_NCM
SC_96337_44_13,92,N_LA_NCM
SC_96337_40_60,1,N_LA_NCM
SC_96337_38_68,2,N_LA_NCM
SC_96337_44_15,1,N_LA_NCM
SC_96337_39_58,7,N_LA_CM
SC_96337_61_21,0,N_LA_NCM
SC_96337_20_61,1,N_LA_NCM
SC_96337_2_67,8,N_LA_NCM
SC_96337_39_64,0,N_LA_NCM
SC_96337_25_21,1,N_LA_NCM
SC_96337_61_57,8,N_LA_CM
SC_96337_41_66,2,N_LA_NCM
SC_96337_39_28,6,N_LA_CM
SC_96337_7_16,6,N_LA_NCM
SC_96337_22_8,1,N_LA_CM
SC_96337_3_28,51,N_LA_CM
SC_96337_6_27,2,N_LA_CM
SC_96337_61_48,1,N_LA_CM
SC_96337_40_59,2,N_LA_CM
SC_96337_38_9,14,N_LA_CM
SC_96337_1_16,4,N_LA_NCM
SC_96337_1_13,29,N_LA_NCM
SC_96337_1_51,6,N_LA_CM
SC_96337_2_47,73,N_LA_NCM
SC_96337_24_64,0,N_LA_NCM
SC_96337_55_69,1,N_LA_NCM
SC_96337_36_50,43,N_LA_CM
SC_96337_39_33,46,N_LA_CM
SC_96337_44_8,17,N_LA_CM
SC_96337_36_39,19,N_LA_NCM
SC_96337_41_64,0,N_LA_NCM
SC_96337_56_64,0,N_LA_NCM
SC_96337_0_2,3,N_LA_CM
SC_96337_40_11,23,N_LA_CM
SC_96337_60_46,0,N_LA_NCM
SC_96337_62_4,8,N_LA_CM
SC_96337_44_45,41,N_LA_NCM
SC_96337_2_13,17,N_LA_NCM
SC_96337_1_22,58,N_LA_NCM
SC_96337_24_37,0,N_LA_NCM
SC_96337_1_69,2,N_LA_NCM
SC_96337_24_42,0,N_LA_NCM
SC_96337_20_4,0,N_LA_CM
SC_96337_26_28,0,N_LA_CM
SC_96337_42_65,0,N_LA_NCM
SC_96337_5_9,13,N_LA_CM
SC_96337_2_36,36,N_LA_NCM
SC_96337_36_48,40,N_LA_CM
SC_96337_5_30,1,N_LA_CM
SC_96337_0_6,32,N_LA_CM
SC_96337_41_7,49,N_LA_CM
SC_96337_38_6,5,N_LA_CM
SC_96337_4_44,15,N_LA_NCM
SC_96337_24_33,2,N_LA_CM
SC_96337_0_13,13,N_LA_NCM
SC_96337_36_15,36,N_LA_NCM
SC_96337_3_31,16,N_LA_CM
SC_96337_6_14,18,N_LA_NCM
SC_96337_39_0,50,N_LA_CM
SC_96337_5_13,3,N_LA_NCM
SC_96337_0_40,35,N_LA_NCM
SC_96337_25_42,0,N_LA_NCM
SC_96337_6_1,40,N_LA_CM
SC_96337_0_39,1,N_LA_NCM
SC_96337_8_42,111,N_LA_NCM
SC_96337_38_71,7,N_LA_NCM
SC_96337_38_28,61,N_LA_CM
SC_96337_24_68,0,N_LA_NCM
SC_96337_0_1,27,N_LA_CM
SC_96337_8_59,1,N_LA_CM
SC_96337_38_67,5,N_LA_NCM
SC_96337_37_17,16,N_LA_NCM
SC_96337_20_70,1,N_LA_NCM
SC_96337_20_12,1,N_LA_NCM
SC_96337_22_23,1,N_LA_NCM
SC_96337_43_2,29,N_LA_CM
SC_96337_2_65,9,N_LA_NCM
SC_96337_59_31,1,N_LA_CM
SC_96337_25_43,0,N_LA_NCM
SC_96337_3_64,0,N_LA_NCM
SC_96337_8_35,13,N_LA_CM
SC_96337_43_11,47,N_LA_CM
SC_96337_19_46,4,N_LA_NCM
SC_96337_44_34,36,N_LA_CM
SC_96337_20_35,0,N_LA_CM
SC_96337_1_10,20,N_LA_CM
SC_96337_42_36,16,N_LA_NCM
SC_96337_5_2,9,N_LA_CM
SC_96337_19_54,1,N_LA_CM
SC_96337_60_10,9,N_LA_CM
SC_96337_57_1,0,N_LA_CM
SC_96337_41_61,0,N_LA_NCM
SC_96337_1_30,1,N_LA_CM
SC_96337_60_47,3,N_LA_NCM
SC_96337_41_1,3,N_LA_CM
SC_96337_38_2,110,N_LA_CM
SC_96337_55_21,0,N_LA_NCM
SC_96337_40_1,3,N_LA_CM
SC_96337_40_23,22,N_LA_NCM
SC_96337_20_68,0,N_LA_NCM
SC_96337_6_15,20,N_LA_NCM
SC_96337_43_41,4,N_LA_NCM
SC_96337_8_15,22,N_LA_NCM
SC_96337_26_54,1,N_LA_CM
SC_96337_1_67,14,N_LA_NCM
SC_96337_25_36,0,N_LA_NCM
SC_96337_22_13,0,N_LA_NCM
SC_96337_8_47,23,N_LA_NCM
SC_96337_43_56,24,N_LA_CM
SC_96337_36_30,0,N_LA_CM
SC_96337_7_59,0,N_LA_CM
SC_96337_40_46,1,N_LA_NCM
SC_96337_2_3,79,N_LA_CM
SC_96337_42_28,7,N_LA_CM
SC_96337_40_58,1,N_LA_CM
SC_96337_3_27,38,N_LA_CM
SC_96337_4_40,176,N_LA_NCM
SC_96337_60_53,1,N_LA_CM
SC_96337_18_29,0,N_LA_CM
SC_96337_25_52,7,N_LA_CM
SC_96337_40_10,51,N_LA_CM
SC_96337_26_1,0,N_LA_CM
SC_96337_38_32,37,N_LA_CM
SC_96337_3_0,10,N_LA_CM
SC_96337_21_64,0,N_LA_NCM
SC_96337_8_64,1,N_LA_NCM
SC_96337_24_35,6,N_LA_CM
SC_96337_8_29,133,N_LA_CM
SC_96337_41_36,40,N_LA_NCM
SC_96352_69_44,50,N_LA_NCM
SC_96352_70_26,53,N_LA_CM
SC_96352_26_20,60,N_LA_NCM
SC_96352_33_41,3,N_LA_NCM
SC_96352_58_15,1,N_LA_NCM
SC_96352_27_58,0,N_LA_CM
SC_96352_66_8,4,N_LA_CM
SC_96352_27_43,1,N_LA_NCM
SC_96352_67_15,5,N_LA_NCM
SC_96352_68_1,37,N_LA_CM
SC_96352_64_39,2,N_LA_NCM
SC_96352_70_11,15,N_LA_CM
SC_96352_71_53,1,N_LA_CM
SC_96352_63_16,0,N_LA_NCM
SC_96352_67_39,18,N_LA_NCM
SC_96352_58_70,7,N_LA_NCM
SC_96352_29_21,14,N_LA_NCM
SC_96352_71_43,6,N_LA_NCM
SC_96352_71_17,10,N_LA_NCM
SC_96352_61_14,0,N_LA_NCM
SC_96352_57_20,32,N_LA_NCM
SC_96352_66_21,28,N_LA_NCM
SC_96352_57_61,1,N_LA_NCM
SC_96352_29_16,3,N_LA_NCM
SC_96352_33_43,18,N_LA_NCM
SC_96352_63_40,0,N_LA_NCM
SC_96352_34_51,2,N_LA_CM
SC_96352_64_5,1,N_LA_CM
SC_96352_57_70,2,N_LA_NCM
SC_96352_66_20,5,N_LA_NCM
SC_96352_35_61,1,N_LA_NCM
SC_96352_32_36,0,N_LA_NCM
SC_96352_20_20,5,N_LA_NCM
SC_96352_20_71,2,N_LA_NCM
SC_96352_18_46,4,N_LA_NCM
SC_96352_23_17,0,N_LA_NCM
SC_96352_63_61,1,N_LA_NCM
SC_96352_66_15,9,N_LA_NCM
SC_96352_30_59,1,N_LA_CM
SC_96352_30_23,39,N_LA_NCM
SC_96352_22_64,1,N_LA_NCM
SC_96352_61_36,0,N_LA_NCM
SC_96352_70_18,110,N_LA_NCM
SC_96352_35_13,1,N_LA_NCM
SC_96352_26_23,28,N_LA_NCM
SC_96352_67_13,4,N_LA_NCM
SC_96352_20_13,3,N_LA_NCM
SC_96352_31_6,0,N_LA_CM
SC_96352_70_38,0,N_LA_NCM
SC_96352_68_23,13,N_LA_NCM
SC_96352_69_38,2,N_LA_NCM
SC_96352_57_62,0,N_LA_NCM
SC_96352_28_63,0,N_LA_NCM
SC_96352_56_21,2,N_LA_NCM
SC_96352_30_37,4,N_LA_NCM
SC_96352_66_6,2,N_LA_CM
SC_96352_66_68,0,N_LA_NCM
SC_96352_54_69,0,N_LA_NCM
SC_96352_63_4,3,N_LA_CM
SC_96352_63_1,25,N_LA_CM
SC_96352_67_29,0,N_LA_CM
SC_96352_19_63,0,N_LA_NCM
SC_96352_35_66,0,N_LA_NCM
SC_96352_57_65,2,N_LA_NCM
SC_96352_23_69,1,N_LA_NCM
SC_96352_28_20,1,N_LA_NCM
SC_96352_66_40,20,N_LA_NCM
SC_96352_69_11,24,N_LA_CM
SC_96352_35_53,1,N_LA_CM
SC_96352_69_68,124,N_LA_NCM
SC_96352_23_46,25,N_LA_NCM
SC_96352_67_4,11,N_LA_CM
SC_96352_27_32,9,N_LA_CM
SC_96352_63_11,7,N_LA_CM
SC_96352_30_36,1,N_LA_NCM
SC_96352_70_58,12,N_LA_CM
SC_96352_33_56,0,N_LA_CM
SC_96352_70_36,258,N_LA_NCM
SC_96352_60_67,0,N_LA_NCM
SC_96352_29_12,0,N_LA_NCM
SC_96352_31_27,5,N_LA_CM
SC_96352_35_20,5,N_LA_NCM
SC_96352_54_60,0,N_LA_NCM
SC_96352_66_64,1,N_LA_NCM
SC_96352_68_15,4,N_LA_NCM
SC_96352_32_66,0,N_LA_NCM
SC_96352_31_39,26,N_LA_NCM
SC_96352_68_10,17,N_LA_CM
SC_96352_68_40,31,N_LA_NCM
SC_96352_67_32,8,N_LA_CM
SC_96352_54_40,3,N_LA_NCM
SC_96352_34_42,96,N_LA_NCM
SC_96352_64_31,13,N_LA_CM
SC_96352_23_12,5,N_LA_NCM
SC_96352_58_22,7,N_LA_NCM
SC_96352_26_71,8,N_LA_NCM
SC_96352_69_45,0,N_LA_NCM
SC_96352_34_64,0,N_LA_NCM
SC_96352_20_43,10,N_LA_NCM
SC_96352_35_45,71,N_LA_NCM
SC_96352_70_3,295,N_LA_CM
SC_96352_29_38,42,N_LA_NCM
SC_96352_58_19,2,N_LA_NCM
SC_96352_35_28,28,N_LA_CM
SC_96352_61_38,1,N_LA_NCM
SC_96352_63_20,103,N_LA_NCM
SC_96352_33_20,2,N_LA_NCM
SC_96352_60_39,0,N_LA_NCM
SC_96352_28_58,0,N_LA_CM
SC_96352_30_16,0,N_LA_NCM
SC_96352_34_26,6,N_LA_CM
SC_96352_31_19,2,N_LA_NCM
SC_96352_33_55,1,N_LA_CM
SC_96352_35_30,96,N_LA_CM
SC_96352_20_19,0,N_LA_NCM
SC_96352_67_30,17,N_LA_CM
SC_96352_67_11,40,N_LA_CM
SC_96352_66_44,0,N_LA_NCM
SC_96352_71_15,0,N_LA_NCM
SC_96352_27_59,4,N_LA_CM
SC_96352_29_3,0,N_LA_CM
SC_96352_31_46,11,N_LA_NCM
SC_96352_63_23,54,N_LA_NCM
SC_96352_32_11,0,N_LA_CM
SC_96352_32_29,0,N_LA_CM
SC_96352_28_33,7,N_LA_CM
SC_96352_34_4,0,N_LA_CM
SC_96352_62_13,26,N_LA_NCM
SC_96352_69_51,0,N_LA_CM
SC_96352_32_35,2,N_LA_CM
SC_96352_71_10,30,N_LA_CM
SC_96352_29_22,5,N_LA_NCM
SC_96352_34_10,1,N_LA_CM
SC_96352_56_64,2,N_LA_NCM
SC_96352_31_23,3,N_LA_NCM
SC_96352_59_36,0,N_LA_NCM
SC_96352_28_1,0,N_LA_CM
SC_96352_32_43,23,N_LA_NCM
SC_96352_63_9,3,N_LA_CM
SC_96352_64_24,8,N_LA_CM
SC_96352_67_49,0,N_LA_CM
SC_96352_29_47,0,N_LA_NCM
SC_96352_60_18,0,N_LA_NCM
SC_96352_69_69,69,N_LA_NCM
SC_96352_58_13,0,N_LA_NCM
SC_96352_20_40,53,N_LA_NCM
SC_96352_60_41,2,N_LA_NCM
SC_96352_60_17,0,N_LA_NCM
SC_96352_59_45,1,N_LA_NCM
SC_96352_58_42,0,N_LA_NCM
SC_96352_71_63,9,N_LA_NCM
SC_96352_32_37,17,N_LA_NCM
SC_96352_34_15,0,N_LA_NCM
SC_96352_57_63,0,N_LA_NCM
SC_96352_24_68,0,N_LA_NCM
SC_96352_35_5,0,N_LA_CM
SC_96352_63_12,26,N_LA_NCM
SC_96352_19_66,0,N_LA_NCM
SC_96352_33_34,20,N_LA_CM
SC_96352_23_19,6,N_LA_NCM
SC_96352_68_42,10,N_LA_NCM
SC_96352_29_14,0,N_LA_NCM
SC_96352_22_23,15,N_LA_NCM
SC_96352_57_40,1,N_LA_NCM
SC_96352_55_61,0,N_LA_NCM
SC_96352_60_43,17,N_LA_NCM
SC_96352_57_36,0,N_LA_NCM
SC_96352_32_19,5,N_LA_NCM
SC_96352_55_23,65,N_LA_NCM
SC_96352_68_16,24,N_LA_NCM
SC_96352_34_7,0,N_LA_CM
SC_96352_28_32,7,N_LA_CM
SC_96352_61_37,89,N_LA_NCM
SC_96352_66_13,11,N_LA_NCM
SC_96352_70_30,14,N_LA_CM
SC_96352_32_47,23,N_LA_NCM
SC_96352_68_3,23,N_LA_CM
SC_96352_33_50,1,N_LA_CM
SC_96352_29_51,0,N_LA_CM
SC_96352_69_9,14,N_LA_CM
SC_96352_64_35,0,N_LA_CM
SC_96352_24_17,2,N_LA_NCM
SC_96352_59_71,0,N_LA_NCM
SC_96352_32_56,6,N_LA_CM
SC_96352_24_20,2,N_LA_NCM
SC_96352_65_43,0,N_LA_NCM
SC_96352_71_3,426,N_LA_CM
SC_96352_33_42,31,N_LA_NCM
SC_96352_31_55,1,N_LA_CM
SC_96352_58_18,2,N_LA_NCM
SC_96352_59_46,0,N_LA_NCM
SC_96352_65_46,0,N_LA_NCM
SC_96352_55_43,0,N_LA_NCM
SC_96352_68_57,0,N_LA_CM
SC_96352_64_23,31,N_LA_NCM
SC_96352_31_67,5,N_LA_NCM
SC_96352_58_47,1,N_LA_NCM
SC_96352_25_23,20,N_LA_NCM
SC_96352_68_19,8,N_LA_NCM
SC_96352_70_7,45,N_LA_CM
SC_96352_33_69,14,N_LA_NCM
SC_96352_31_25,5,N_LA_CM
SC_96352_71_1,5,N_LA_CM
SC_96352_69_22,35,N_LA_NCM
SC_96352_68_4,6,N_LA_CM
SC_96352_68_0,0,N_LA_CM
SC_96352_33_17,96,N_LA_NCM
SC_96352_60_42,8,N_LA_NCM
SC_96352_32_1,54,N_LA_CM
SC_96352_26_18,23,N_LA_NCM
SC_96352_54_16,2,N_LA_NCM
SC_96352_60_16,0,N_LA_NCM
SC_96352_27_21,3,N_LA_NCM
SC_96355_15_5,0,N_LA_CM
SC_96355_48_9,35,N_LA_CM
SC_96355_51_3,0,N_LA_CM
SC_96355_53_21,0,N_LA_NCM
SC_96355_51_11,0,N_LA_CM
SC_96355_46_18,0,N_LA_NCM
SC_96355_49_41,0,N_LA_NCM
SC_96355_53_24,0,N_LA_CM
SC_96355_15_39,2,N_LA_NCM
SC_96355_11_43,0,N_LA_NCM
SC_96355_14_55,0,N_LA_CM
SC_96355_45_47,52,N_LA_NCM
SC_96355_47_56,0,N_LA_CM
SC_96355_49_5,1,N_LA_CM
SC_96355_16_6,0,N_LA_CM
SC_96355_52_67,0,N_LA_NCM
SC_96355_42_22,17,N_LA_NCM
SC_96355_48_8,0,N_LA_CM
SC_96355_14_61,1,N_LA_NCM
SC_96355_3_45,47,N_LA_NCM
SC_96355_49_18,1,N_LA_NCM
SC_96355_12_41,1,N_LA_NCM
SC_96355_17_26,0,N_LA_CM
SC_96355_17_64,1,N_LA_NCM
SC_96355_13_67,8,N_LA_NCM
SC_96355_50_26,0,N_LA_CM
SC_96355_48_58,0,N_LA_CM
SC_96355_46_45,43,N_LA_NCM
SC_96355_15_24,0,N_LA_CM
SC_96355_7_0,148,N_LA_CM
SC_96355_53_9,2,N_LA_CM
SC_96355_50_15,4,N_LA_NCM
SC_96355_14_24,0,N_LA_CM
SC_96355_9_29,1,N_LA_CM
SC_96355_53_66,1,N_LA_NCM
SC_96355_50_52,0,N_LA_CM
SC_96355_37_13,4,N_LA_NCM
SC_96355_47_70,0,N_LA_NCM
SC_96355_9_61,3,N_LA_NCM
SC_96355_15_3,9,N_LA_CM
SC_96355_17_13,0,N_LA_NCM
SC_96355_45_71,0,N_LA_NCM
SC_96355_13_4,0,N_LA_CM
SC_96355_13_16,3,N_LA_NCM
SC_96355_47_24,0,N_LA_CM
SC_96355_16_28,1,N_LA_CM
SC_96355_13_7,1,N_LA_CM
SC_96355_38_27,289,N_LA_CM
SC_96355_12_44,0,N_LA_NCM
SC_96355_48_6,0,N_LA_CM
SC_96355_1_64,0,N_LA_NCM
SC_96355_53_58,0,N_LA_CM
SC_96355_16_10,36,N_LA_CM
SC_96355_42_38,0,N_LA_NCM
SC_96355_52_54,1,N_LA_CM
SC_96355_53_25,0,N_LA_CM
SC_96355_10_49,0,N_LA_CM
SC_96355_51_55,0,N_LA_CM
SC_96355_38_56,110,N_LA_CM
SC_96355_13_35,1,N_LA_CM
SC_96355_50_29,0,N_LA_CM
SC_96355_47_67,2,N_LA_NCM
SC_96355_50_18,0,N_LA_NCM
SC_96355_10_35,1,N_LA_CM
SC_96355_51_67,1,N_LA_NCM
SC_96355_51_32,0,N_LA_CM
SC_96355_11_1,2,N_LA_CM
SC_96355_37_15,1,N_LA_NCM
SC_96355_47_37,4,N_LA_NCM
SC_96355_44_44,0,N_LA_NCM
SC_96355_48_61,7,N_LA_NCM
SC_96355_50_54,0,N_LA_CM
SC_96355_44_57,154,N_LA_CM
SC_96355_43_13,7,N_LA_NCM
SC_96355_49_40,2,N_LA_NCM
SC_96355_43_65,0,N_LA_NCM
SC_96355_6_0,252,N_LA_CM
SC_96355_16_53,0,N_LA_CM
SC_96355_9_40,0,N_LA_NCM
SC_96355_12_14,42,N_LA_NCM
SC_96355_10_57,0,N_LA_CM
SC_96355_10_12,0,N_LA_NCM
SC_96355_45_61,1,N_LA_NCM
SC_96355_13_11,59,N_LA_CM
SC_96355_10_38,0,N_LA_NCM
SC_96355_12_16,0,N_LA_NCM
SC_96355_11_39,0,N_LA_NCM
SC_96355_53_37,0,N_LA_NCM
SC_96355_9_52,0,N_LA_CM
SC_96355_8_23,85,N_LA_NCM
SC_96355_51_46,0,N_LA_NCM
SC_96355_41_0,99,N_LA_CM
SC_96355_48_23,0,N_LA_NCM
SC_96355_48_39,2,N_LA_NCM
SC_96355_10_33,0,N_LA_CM
SC_96355_53_40,0,N_LA_NCM
SC_96355_14_0,2,N_LA_CM
SC_96355_39_1,13,N_LA_CM
SC_96355_51_53,0,N_LA_CM
SC_96355_16_41,1,N_LA_NCM
SC_96355_14_34,0,N_LA_CM
SC_96355_47_55,1,N_LA_CM
SC_96355_51_20,0,N_LA_NCM
SC_96355_45_1,0,N_LA_CM
SC_96355_49_65,0,N_LA_NCM
SC_96355_14_45,6,N_LA_NCM
SC_96355_41_8,27,N_LA_CM
SC_96355_45_5,0,N_LA_CM
SC_96355_14_12,2,N_LA_NCM
SC_96355_46_5,0,N_LA_CM
SC_96355_17_16,0,N_LA_NCM
SC_96355_52_28,0,N_LA_CM
SC_96355_8_7,8,N_LA_CM
SC_96355_16_33,0,N_LA_CM
SC_96355_52_66,0,N_LA_NCM
SC_96355_17_33,0,N_LA_CM
SC_96355_15_41,0,N_LA_NCM
SC_96355_46_15,0,N_LA_NCM
SC_96355_49_47,21,N_LA_NCM
SC_96355_45_29,0,N_LA_CM
SC_96355_15_48,2,N_LA_CM
SC_96355_9_27,1,N_LA_CM
SC_96355_9_7,0,N_LA_CM
SC_96355_51_15,0,N_LA_NCM
SC_96355_17_14,1,N_LA_NCM
SC_96355_38_21,0,N_LA_NCM
SC_96355_47_11,0,N_LA_CM
SC_96355_11_11,0,N_LA_CM
SC_96355_15_50,0,N_LA_CM
SC_96355_11_61,0,N_LA_NCM
SC_96355_9_0,26,N_LA_CM
SC_96355_36_9,320,N_LA_CM
SC_96355_14_4,33,N_LA_CM
SC_96355_51_12,0,N_LA_NCM
SC_96355_45_49,3,N_LA_CM
SC_96355_50_57,0,N_LA_CM
SC_96355_48_64,0,N_LA_NCM
SC_96355_10_53,0,N_LA_CM
SC_96355_51_7,1,N_LA_CM
SC_96355_17_52,3,N_LA_CM
SC_96355_11_69,42,N_LA_NCM
SC_96355_44_7,32,N_LA_CM
SC_96355_16_20,0,N_LA_NCM
SC_96355_45_48,0,N_LA_CM
SC_96355_44_18,0,N_LA_NCM
SC_96355_45_58,1,N_LA_CM
SC_96355_49_60,356,N_LA_NCM
SC_96355_45_57,1,N_LA_CM
SC_96355_37_2,10,N_LA_CM
SC_96355_10_58,0,N_LA_CM
SC_96355_14_8,2,N_LA_CM
SC_96355_50_53,0,N_LA_CM
SC_96355_2_27,31,N_LA_CM
SC_96355_53_65,0,N_LA_NCM
SC_96355_17_32,0,N_LA_CM
SC_96355_15_10,1,N_LA_CM
SC_96355_48_47,1,N_LA_NCM
SC_96355_39_53,56,N_LA_CM
SC_96355_47_30,0,N_LA_CM
SC_96355_45_8,1,N_LA_CM
SC_96355_47_57,0,N_LA_CM
SC_96355_15_67,0,N_LA_NCM
SC_96355_12_8,0,N_LA_CM
SC_96355_53_17,0,N_LA_NCM
SC_96355_46_69,0,N_LA_NCM
SC_96355_14_40,0,N_LA_NCM
SC_96355_14_57,0,N_LA_CM
SC_96355_14_29,0,N_LA_CM
SC_96355_47_60,4,N_LA_NCM
SC_96355_10_47,0,N_LA_NCM
SC_96355_46_11,0,N_LA_CM
SC_96355_52_63,0,N_LA_NCM
SC_96355_6_27,36,N_LA_CM
SC_96355_14_69,1,N_LA_NCM
SC_96355_45_62,0,N_LA_NCM
SC_96355_12_18,0,N_LA_NCM
SC_96355_15_37,1,N_LA_NCM
SC_96355_40_37,0,N_LA_NCM
SC_96355_49_63,2,N_LA_NCM
SC_96355_10_44,2,N_LA_NCM
SC_96355_51_57,1,N_LA_CM
SC_96355_14_6,0,N_LA_CM
SC_96355_41_6,0,N_LA_CM
SC_96355_43_68,56,N_LA_NCM
SC_96355_17_44,1,N_LA_NCM
SC_96355_4_54,220,N_LA_CM
SC_96355_53_7,13,N_LA_CM
SC_96355_50_1,94,N_LA_CM
SC_96355_14_25,0,N_LA_CM
SC_96355_53_8,0,N_LA_CM
SC_96355_45_9,0,N_LA_CM
SC_96355_17_23,13,N_LA_NCM
SC_96355_48_34,0,N_LA_CM
SC_96355_16_52,0,N_LA_CM
SC_96355_9_12,0,N_LA_NCM
SC_96355_47_38,119,N_LA_NCM
SC_96355_53_5,0,N_LA_CM
SC_96355_13_34,0,N_LA_CM
SC_96355_11_7,0,N_LA_CM
SC_96355_51_64,1,N_LA_NCM
SC_96355_49_49,0,N_LA_CM
SC_96355_52_64,0,N_LA_NCM
SC_96355_47_10,0,N_LA_CM
SC_96355_3_12,34,N_LA_NCM
SC_96355_10_19,76,N_LA_NCM
SC_96355_13_0,0,N_LA_CM
SC_96355_7_15,2,N_LA_NCM
SC_96355_12_28,0,N_LA_CM
SC_96355_10_1,38,N_LA_CM
SC_96355_11_8,0,N_LA_CM
SC_96355_12_39,0,N_LA_NCM
SC_96355_48_17,4,N_LA_NCM
SC_96355_17_25,0,N_LA_CM
SC_96355_50_13,0,N_LA_NCM
SC_96355_36_15,48,N_LA_NCM
SC_96355_9_50,0,N_LA_CM
SC_96355_52_71,0,N_LA_NCM
SC_96355_45_63,0,N_LA_NCM
SC_96355_17_71,0,N_LA_NCM
SC_96355_41_14,40,N_LA_NCM
SC_96355_8_8,0,N_LA_CM
SC_96355_15_71,234,N_LA_NCM
SC_96355_10_67,0,N_LA_NCM
SC_96355_10_70,142,N_LA_NCM
SC_96355_51_65,129,N_LA_NCM
SC_96355_50_22,0,N_LA_NCM
SC_96355_10_30,12,N_LA_CM
SC_96355_13_5,0,N_LA_CM
SC_96355_11_5,0,N_LA_CM
SC_96355_45_45,1,N_LA_NCM
SC_96355_13_60,0,N_LA_NCM
SC_96355_15_68,15,N_LA_NCM
SC_96355_11_22,9,N_LA_NCM
SC_96355_14_63,0,N_LA_NCM
SC_96355_9_30,1,N_LA_CM
SC_96355_16_44,1,N_LA_NCM
SC_96355_5_2,115,N_LA_CM
SC_96355_49_30,0,N_LA_CM
SC_96355_47_59,5,N_LA_CM
SC_96355_8_61,165,N_LA_NCM
SC_96355_48_19,9,N_LA_NCM
SC_96355_47_19,0,N_LA_NCM
SC_96355_46_26,0,N_LA_CM
SC_96355_47_61,11,N_LA_NCM
SC_96355_48_16,1,N_LA_NCM
SC_96355_7_13,142,N_LA_NCM
SC_96355_12_9,1,N_LA_CM
SC_96355_43_21,9,N_LA_NCM
SC_96355_17_50,47,N_LA_CM
SC_96355_51_68,1,N_LA_NCM
SC_96355_49_54,1,N_LA_CM
SC_96355_38_22,4,N_LA_NCM
SC_96355_16_39,0,N_LA_NCM
SC_96355_16_48,0,N_LA_CM
SC_96355_10_50,1,N_LA_CM
SC_96355_45_32,0,N_LA_CM
SC_96355_10_24,86,N_LA_CM
SC_96355_9_64,3,N_LA_NCM
SC_96355_38_10,88,N_LA_CM
SC_96355_11_32,0,N_LA_CM
SC_96355_50_37,35,N_LA_NCM
SC_96355_2_3,121,N_LA_CM
SC_96355_15_51,1,N_LA_CM
SC_96355_46_48,0,N_LA_CM
SC_96355_12_48,0,N_LA_CM
SC_96355_36_6,57,N_LA_CM
SC_96355_3_67,345,N_LA_NCM
SC_96355_15_63,2,N_LA_NCM
SC_96355_48_2,3,N_LA_CM
SC_96355_11_26,240,N_LA_CM
SC_96355_11_4,0,N_LA_CM
SC_96355_17_63,1,N_LA_NCM
SC_96355_48_0,58,N_LA_CM
SC_96355_53_70,1,N_LA_NCM
SC_96355_16_58,3,N_LA_CM
SC_96355_9_59,0,N_LA_CM
SC_96355_13_56,0,N_LA_CM
SC_96355_11_42,0,N_LA_NCM
SC_96356_65_52,73,N_LA_CM
SC_96356_63_8,1,N_LA_CM
