"Sample","TimePoint","N_Cells","NDUFB7_Mean","NDUFB7_Pct","ComplexI_Mean","ComplexI_Cor","FTH1_Cor"
"GSM6613090_V_Human_STEMI","Human_STEMI",1551,0.874274661508704,0.480980012894906,0.659774561462016,0.654769280561142,0.543539535539624
