"label","n","g","peak1","peak2","gap","sd","is_bimodal","zero_pct","mid_pct","all_or_none","threshold_signature","evidence_strength"
"GSE183852_CM_All",637,3,0.145869256634336,1.94067149184382,1.79480223520949,1.25452908921259,FALSE,18.3673469387755,73.469387755102,26.530612244898,"Gradual/Continuous","NOT_BIMODAL"
"GSE121893_sc",4933,2,1.43722065849423,29.1105800541745,27.6733593956803,29.5462643873557,TRUE,26.9004662477194,65.6801135211839,34.3198864788161,"Gradual/Continuous","NOT_BIMODAL"
"GSE106118_Embryo",4948,3,0.602766204666628,26.1604347130234,25.5576685083568,75.3974795119426,FALSE,14.0662894098626,77.303961196443,22.696038803557,"Gradual/Continuous","NOT_BIMODAL"
